fecha	anio	mes	dia	Hs_P2
28856	1979	01	01	0.39
28856.25	1979	01	01	0.62
28856.5	1979	01	01	0.94
28856.75	1979	01	01	0.27
28857	1979	01	02	0.35
28857.25	1979	01	02	0.86
28857.5	1979	01	02	0.67
28857.75	1979	01	02	0.21
28858	1979	01	03	0.29
28858.25	1979	01	03	0.27
28858.5	1979	01	03	0.29
28858.75	1979	01	03	0.52
28859	1979	01	04	0.39
28859.25	1979	01	04	0.63
28859.5	1979	01	04	0.69
28859.75	1979	01	04	0.63
28860	1979	01	05	0.53
28860.25	1979	01	05	0.49
28860.5	1979	01	05	0.58
28860.75	1979	01	05	0.65
28861	1979	01	06	0.61
28861.25	1979	01	06	0.45
28861.5	1979	01	06	0.52
28861.75	1979	01	06	0.55
28862	1979	01	07	0.64
28862.25	1979	01	07	0.74
28862.5	1979	01	07	0.95
28862.75	1979	01	07	0.98
28863	1979	01	08	0.88
28863.25	1979	01	08	1.22
28863.5	1979	01	08	0.84
28863.75	1979	01	08	0.67
28864	1979	01	09	0.50
28864.25	1979	01	09	1.98
28864.5	1979	01	09	1.08
28864.75	1979	01	09	0.84
28865	1979	01	10	0.77
28865.25	1979	01	10	0.78
28865.5	1979	01	10	0.94
28865.75	1979	01	10	0.33
28866	1979	01	11	0.87
28866.25	1979	01	11	1.16
28866.5	1979	01	11	0.82
28866.75	1979	01	11	0.75
28867	1979	01	12	0.67
28867.25	1979	01	12	0.64
28867.5	1979	01	12	1.07
28867.75	1979	01	12	0.72
28868	1979	01	13	0.61
28868.25	1979	01	13	0.49
28868.5	1979	01	13	0.45
28868.75	1979	01	13	0.58
28869	1979	01	14	0.84
28869.25	1979	01	14	1.00
28869.5	1979	01	14	0.60
28869.75	1979	01	14	0.42
28870	1979	01	15	0.59
28870.25	1979	01	15	0.58
28870.5	1979	01	15	0.62
28870.75	1979	01	15	0.12
28871	1979	01	16	0.26
28871.25	1979	01	16	0.61
28871.5	1979	01	16	0.58
28871.75	1979	01	16	0.47
28872	1979	01	17	0.44
28872.25	1979	01	17	0.46
28872.5	1979	01	17	1.33
28872.75	1979	01	17	1.12
28873	1979	01	18	0.93
28873.25	1979	01	18	0.76
28873.5	1979	01	18	0.51
28873.75	1979	01	18	0.06
28874	1979	01	19	0.43
28874.25	1979	01	19	0.45
28874.5	1979	01	19	0.49
28874.75	1979	01	19	1.00
28875	1979	01	20	1.89
28875.25	1979	01	20	2.11
28875.5	1979	01	20	1.59
28875.75	1979	01	20	1.58
28876	1979	01	21	1.24
28876.25	1979	01	21	1.18
28876.5	1979	01	21	1.25
28876.75	1979	01	21	0.93
28877	1979	01	22	0.86
28877.25	1979	01	22	0.90
28877.5	1979	01	22	0.88
28877.75	1979	01	22	0.91
28878	1979	01	23	1.26
28878.25	1979	01	23	0.88
28878.5	1979	01	23	1.31
28878.75	1979	01	23	0.35
28879	1979	01	24	0.96
28879.25	1979	01	24	0.32
28879.5	1979	01	24	0.68
28879.75	1979	01	24	0.52
28880	1979	01	25	0.39
28880.25	1979	01	25	0.43
28880.5	1979	01	25	0.65
28880.75	1979	01	25	0.15
28881	1979	01	26	0.40
28881.25	1979	01	26	0.60
28881.5	1979	01	26	1.19
28881.75	1979	01	26	2.12
28882	1979	01	27	2.43
28882.25	1979	01	27	2.28
28882.5	1979	01	27	1.70
28882.75	1979	01	27	1.13
28883	1979	01	28	0.97
28883.25	1979	01	28	1.14
28883.5	1979	01	28	0.77
28883.75	1979	01	28	1.03
28884	1979	01	29	1.49
28884.25	1979	01	29	1.66
28884.5	1979	01	29	2.26
28884.75	1979	01	29	0.74
28885	1979	01	30	1.19
28885.25	1979	01	30	0.46
28885.5	1979	01	30	0.59
28885.75	1979	01	30	0.39
28886	1979	01	31	0.56
28886.25	1979	01	31	0.61
28886.5	1979	01	31	0.34
28886.75	1979	01	31	0.25
28887	1979	02	01	0.72
28887.25	1979	02	01	1.08
28887.5	1979	02	01	0.94
28887.75	1979	02	01	0.18
28888	1979	02	02	0.79
28888.25	1979	02	02	0.65
28888.5	1979	02	02	0.85
28888.75	1979	02	02	0.43
28889	1979	02	03	0.47
28889.25	1979	02	03	0.69
28889.5	1979	02	03	0.83
28889.75	1979	02	03	0.33
28890	1979	02	04	0.41
28890.25	1979	02	04	0.48
28890.5	1979	02	04	0.43
28890.75	1979	02	04	0.37
28891	1979	02	05	0.39
28891.25	1979	02	05	1.18
28891.5	1979	02	05	1.40
28891.75	1979	02	05	0.86
28892	1979	02	06	0.58
28892.25	1979	02	06	0.81
28892.5	1979	02	06	0.78
28892.75	1979	02	06	1.24
28893	1979	02	07	1.12
28893.25	1979	02	07	1.13
28893.5	1979	02	07	1.21
28893.75	1979	02	07	1.34
28894	1979	02	08	1.77
28894.25	1979	02	08	1.86
28894.5	1979	02	08	2.44
28894.75	1979	02	08	2.13
28895	1979	02	09	2.50
28895.25	1979	02	09	1.34
28895.5	1979	02	09	1.08
28895.75	1979	02	09	0.78
28896	1979	02	10	0.88
28896.25	1979	02	10	0.99
28896.5	1979	02	10	0.79
28896.75	1979	02	10	0.39
28897	1979	02	11	0.01
28897.25	1979	02	11	0.64
28897.5	1979	02	11	0.56
28897.75	1979	02	11	0.48
28898	1979	02	12	0.48
28898.25	1979	02	12	0.55
28898.5	1979	02	12	0.94
28898.75	1979	02	12	1.32
28899	1979	02	13	1.05
28899.25	1979	02	13	0.74
28899.5	1979	02	13	1.33
28899.75	1979	02	13	0.41
28900	1979	02	14	0.49
28900.25	1979	02	14	0.57
28900.5	1979	02	14	1.26
28900.75	1979	02	14	0.89
28901	1979	02	15	1.07
28901.25	1979	02	15	0.72
28901.5	1979	02	15	1.02
28901.75	1979	02	15	1.16
28902	1979	02	16	0.87
28902.25	1979	02	16	0.61
28902.5	1979	02	16	0.70
28902.75	1979	02	16	0.85
28903	1979	02	17	0.92
28903.25	1979	02	17	0.79
28903.5	1979	02	17	0.96
28903.75	1979	02	17	0.57
28904	1979	02	18	0.93
28904.25	1979	02	18	1.08
28904.5	1979	02	18	1.13
28904.75	1979	02	18	0.53
28905	1979	02	19	0.90
28905.25	1979	02	19	0.99
28905.5	1979	02	19	0.86
28905.75	1979	02	19	0.29
28906	1979	02	20	0.57
28906.25	1979	02	20	0.44
28906.5	1979	02	20	0.15
28906.75	1979	02	20	0.98
28907	1979	02	21	0.87
28907.25	1979	02	21	0.78
28907.5	1979	02	21	0.78
28907.75	1979	02	21	0.78
28908	1979	02	22	0.93
28908.25	1979	02	22	0.47
28908.5	1979	02	22	0.82
28908.75	1979	02	22	0.29
28909	1979	02	23	0.57
28909.25	1979	02	23	1.10
28909.5	1979	02	23	0.64
28909.75	1979	02	23	0.88
28910	1979	02	24	0.81
28910.25	1979	02	24	0.54
28910.5	1979	02	24	1.10
28910.75	1979	02	24	0.68
28911	1979	02	25	1.35
28911.25	1979	02	25	1.53
28911.5	1979	02	25	1.51
28911.75	1979	02	25	1.45
28912	1979	02	26	0.32
28912.25	1979	02	26	1.13
28912.5	1979	02	26	0.57
28912.75	1979	02	26	1.05
28913	1979	02	27	1.68
28913.25	1979	02	27	2.73
28913.5	1979	02	27	2.79
28913.75	1979	02	27	3.41
28914	1979	02	28	2.46
28914.25	1979	02	28	2.27
28914.5	1979	02	28	2.02
28914.75	1979	02	28	1.77
28915	1979	03	01	1.78
28915.25	1979	03	01	1.46
28915.5	1979	03	01	1.48
28915.75	1979	03	01	1.08
28916	1979	03	02	0.89
28916.25	1979	03	02	0.95
28916.5	1979	03	02	0.87
28916.75	1979	03	02	0.90
28917	1979	03	03	1.16
28917.25	1979	03	03	0.97
28917.5	1979	03	03	0.81
28917.75	1979	03	03	0.84
28918	1979	03	04	0.75
28918.25	1979	03	04	1.21
28918.5	1979	03	04	0.68
28918.75	1979	03	04	0.99
28919	1979	03	05	1.01
28919.25	1979	03	05	0.79
28919.5	1979	03	05	0.95
28919.75	1979	03	05	1.30
28920	1979	03	06	2.14
28920.25	1979	03	06	1.92
28920.5	1979	03	06	1.64
28920.75	1979	03	06	1.51
28921	1979	03	07	1.20
28921.25	1979	03	07	2.20
28921.5	1979	03	07	2.22
28921.75	1979	03	07	2.15
28922	1979	03	08	2.24
28922.25	1979	03	08	2.76
28922.5	1979	03	08	2.21
28922.75	1979	03	08	1.87
28923	1979	03	09	1.74
28923.25	1979	03	09	1.42
28923.5	1979	03	09	1.09
28923.75	1979	03	09	0.70
28924	1979	03	10	0.74
28924.25	1979	03	10	0.64
28924.5	1979	03	10	0.63
28924.75	1979	03	10	0.48
28925	1979	03	11	0.42
28925.25	1979	03	11	0.24
28925.5	1979	03	11	0.63
28925.75	1979	03	11	0.57
28926	1979	03	12	0.44
28926.25	1979	03	12	0.62
28926.5	1979	03	12	0.72
28926.75	1979	03	12	0.79
28927	1979	03	13	1.29
28927.25	1979	03	13	0.92
28927.5	1979	03	13	1.22
28927.75	1979	03	13	0.57
28928	1979	03	14	0.75
28928.25	1979	03	14	0.92
28928.5	1979	03	14	1.57
28928.75	1979	03	14	1.37
28929	1979	03	15	1.43
28929.25	1979	03	15	1.14
28929.5	1979	03	15	0.79
28929.75	1979	03	15	0.49
28930	1979	03	16	0.33
28930.25	1979	03	16	0.62
28930.5	1979	03	16	0.83
28930.75	1979	03	16	0.70
28931	1979	03	17	0.75
28931.25	1979	03	17	0.90
28931.5	1979	03	17	0.69
28931.75	1979	03	17	0.41
28932	1979	03	18	0.58
28932.25	1979	03	18	0.42
28932.5	1979	03	18	0.66
28932.75	1979	03	18	0.72
28933	1979	03	19	1.25
28933.25	1979	03	19	0.98
28933.5	1979	03	19	0.85
28933.75	1979	03	19	0.57
28934	1979	03	20	0.52
28934.25	1979	03	20	0.62
28934.5	1979	03	20	0.62
28934.75	1979	03	20	0.47
28935	1979	03	21	0.46
28935.25	1979	03	21	0.53
28935.5	1979	03	21	0.60
28935.75	1979	03	21	0.45
28936	1979	03	22	0.42
28936.25	1979	03	22	0.46
28936.5	1979	03	22	0.57
28936.75	1979	03	22	0.64
28937	1979	03	23	0.67
28937.25	1979	03	23	0.65
28937.5	1979	03	23	0.62
28937.75	1979	03	23	0.60
28938	1979	03	24	0.57
28938.25	1979	03	24	0.55
28938.5	1979	03	24	0.54
28938.75	1979	03	24	1.49
28939	1979	03	25	0.86
28939.25	1979	03	25	0.96
28939.5	1979	03	25	0.68
28939.75	1979	03	25	0.56
28940	1979	03	26	0.60
28940.25	1979	03	26	1.17
28940.5	1979	03	26	0.86
28940.75	1979	03	26	0.76
28941	1979	03	27	0.49
28941.25	1979	03	27	0.40
28941.5	1979	03	27	0.93
28941.75	1979	03	27	0.03
28942	1979	03	28	0.04
28942.25	1979	03	28	0.53
28942.5	1979	03	28	0.43
28942.75	1979	03	28	1.69
28943	1979	03	29	1.72
28943.25	1979	03	29	1.78
28943.5	1979	03	29	1.54
28943.75	1979	03	29	1.14
28944	1979	03	30	0.83
28944.25	1979	03	30	0.01
28944.5	1979	03	30	0.77
28944.75	1979	03	30	1.88
28945	1979	03	31	1.13
28945.25	1979	03	31	1.68
28945.5	1979	03	31	2.51
28945.75	1979	03	31	2.94
28946	1979	04	01	2.61
28946.25	1979	04	01	2.78
28946.5	1979	04	01	2.91
28946.75	1979	04	01	3.24
28947	1979	04	02	3.66
28947.25	1979	04	02	3.86
28947.5	1979	04	02	3.33
28947.75	1979	04	02	2.75
28948	1979	04	03	2.17
28948.25	1979	04	03	1.99
28948.5	1979	04	03	1.69
28948.75	1979	04	03	1.41
28949	1979	04	04	1.62
28949.25	1979	04	04	1.38
28949.5	1979	04	04	1.45
28949.75	1979	04	04	1.05
28950	1979	04	05	1.39
28950.25	1979	04	05	0.90
28950.5	1979	04	05	1.39
28950.75	1979	04	05	1.36
28951	1979	04	06	1.46
28951.25	1979	04	06	0.99
28951.5	1979	04	06	1.05
28951.75	1979	04	06	0.74
28952	1979	04	07	0.83
28952.25	1979	04	07	0.93
28952.5	1979	04	07	1.15
28952.75	1979	04	07	0.55
28953	1979	04	08	0.26
28953.25	1979	04	08	0.49
28953.5	1979	04	08	0.39
28953.75	1979	04	08	0.10
28954	1979	04	09	0.33
28954.25	1979	04	09	0.55
28954.5	1979	04	09	3.58
28954.75	1979	04	09	1.01
28955	1979	04	10	1.41
28955.25	1979	04	10	0.77
28955.5	1979	04	10	0.64
28955.75	1979	04	10	0.70
28956	1979	04	11	0.94
28956.25	1979	04	11	0.73
28956.5	1979	04	11	1.03
28956.75	1979	04	11	0.80
28957	1979	04	12	0.83
28957.25	1979	04	12	0.58
28957.5	1979	04	12	0.47
28957.75	1979	04	12	0.56
28958	1979	04	13	0.49
28958.25	1979	04	13	0.24
28958.5	1979	04	13	0.51
28958.75	1979	04	13	0.36
28959	1979	04	14	0.61
28959.25	1979	04	14	1.44
28959.5	1979	04	14	1.37
28959.75	1979	04	14	0.38
28960	1979	04	15	1.25
28960.25	1979	04	15	1.12
28960.5	1979	04	15	1.62
28960.75	1979	04	15	1.44
28961	1979	04	16	0.48
28961.25	1979	04	16	0.65
28961.5	1979	04	16	1.03
28961.75	1979	04	16	0.82
28962	1979	04	17	1.41
28962.25	1979	04	17	0.89
28962.5	1979	04	17	2.48
28962.75	1979	04	17	1.60
28963	1979	04	18	0.58
28963.25	1979	04	18	1.45
28963.5	1979	04	18	2.95
28963.75	1979	04	18	2.13
28964	1979	04	19	1.23
28964.25	1979	04	19	0.82
28964.5	1979	04	19	0.37
28964.75	1979	04	19	0.50
28965	1979	04	20	0.53
28965.25	1979	04	20	0.62
28965.5	1979	04	20	1.25
28965.75	1979	04	20	1.76
28966	1979	04	21	1.84
28966.25	1979	04	21	1.82
28966.5	1979	04	21	1.60
28966.75	1979	04	21	2.14
28967	1979	04	22	1.37
28967.25	1979	04	22	1.06
28967.5	1979	04	22	0.90
28967.75	1979	04	22	0.53
28968	1979	04	23	0.77
28968.25	1979	04	23	1.01
28968.5	1979	04	23	2.14
28968.75	1979	04	23	1.50
28969	1979	04	24	1.23
28969.25	1979	04	24	1.11
28969.5	1979	04	24	1.03
28969.75	1979	04	24	0.95
28970	1979	04	25	0.81
28970.25	1979	04	25	0.91
28970.5	1979	04	25	1.10
28970.75	1979	04	25	1.14
28971	1979	04	26	1.05
28971.25	1979	04	26	0.89
28971.5	1979	04	26	1.59
28971.75	1979	04	26	0.94
28972	1979	04	27	0.76
28972.25	1979	04	27	0.75
28972.5	1979	04	27	0.54
28972.75	1979	04	27	0.99
28973	1979	04	28	1.18
28973.25	1979	04	28	1.02
28973.5	1979	04	28	1.00
28973.75	1979	04	28	0.74
28974	1979	04	29	0.68
28974.25	1979	04	29	1.10
28974.5	1979	04	29	1.21
28974.75	1979	04	29	0.98
28975	1979	04	30	0.63
28975.25	1979	04	30	0.45
28975.5	1979	04	30	1.24
28975.75	1979	04	30	0.27
28976	1979	05	01	0.86
28976.25	1979	05	01	0.33
28976.5	1979	05	01	0.92
28976.75	1979	05	01	0.73
28977	1979	05	02	0.90
28977.25	1979	05	02	1.35
28977.5	1979	05	02	1.75
28977.75	1979	05	02	2.24
28978	1979	05	03	1.26
28978.25	1979	05	03	0.74
28978.5	1979	05	03	1.35
28978.75	1979	05	03	1.07
28979	1979	05	04	1.45
28979.25	1979	05	04	2.26
28979.5	1979	05	04	1.89
28979.75	1979	05	04	0.83
28980	1979	05	05	2.18
28980.25	1979	05	05	2.34
28980.5	1979	05	05	2.19
28980.75	1979	05	05	2.13
28981	1979	05	06	2.34
28981.25	1979	05	06	1.89
28981.5	1979	05	06	1.79
28981.75	1979	05	06	2.70
28982	1979	05	07	2.18
28982.25	1979	05	07	1.79
28982.5	1979	05	07	1.32
28982.75	1979	05	07	1.09
28983	1979	05	08	1.33
28983.25	1979	05	08	1.40
28983.5	1979	05	08	1.04
28983.75	1979	05	08	0.66
28984	1979	05	09	0.32
28984.25	1979	05	09	0.53
28984.5	1979	05	09	0.65
28984.75	1979	05	09	0.34
28985	1979	05	10	0.35
28985.25	1979	05	10	0.46
28985.5	1979	05	10	0.67
28985.75	1979	05	10	0.65
28986	1979	05	11	0.83
28986.25	1979	05	11	0.84
28986.5	1979	05	11	0.78
28986.75	1979	05	11	0.83
28987	1979	05	12	1.17
28987.25	1979	05	12	1.04
28987.5	1979	05	12	1.29
28987.75	1979	05	12	1.40
28988	1979	05	13	1.23
28988.25	1979	05	13	1.03
28988.5	1979	05	13	1.05
28988.75	1979	05	13	1.18
28989	1979	05	14	1.25
28989.25	1979	05	14	1.37
28989.5	1979	05	14	1.50
28989.75	1979	05	14	1.39
28990	1979	05	15	1.61
28990.25	1979	05	15	2.20
28990.5	1979	05	15	2.01
28990.75	1979	05	15	1.86
28991	1979	05	16	1.12
28991.25	1979	05	16	1.40
28991.5	1979	05	16	1.07
28991.75	1979	05	16	1.35
28992	1979	05	17	1.26
28992.25	1979	05	17	1.19
28992.5	1979	05	17	1.02
28992.75	1979	05	17	0.85
28993	1979	05	18	0.71
28993.25	1979	05	18	0.59
28993.5	1979	05	18	0.77
28993.75	1979	05	18	0.63
28994	1979	05	19	0.64
28994.25	1979	05	19	1.51
28994.5	1979	05	19	1.33
28994.75	1979	05	19	0.96
28995	1979	05	20	1.90
28995.25	1979	05	20	2.30
28995.5	1979	05	20	1.99
28995.75	1979	05	20	2.61
28996	1979	05	21	2.09
28996.25	1979	05	21	1.39
28996.5	1979	05	21	1.29
28996.75	1979	05	21	1.02
28997	1979	05	22	0.94
28997.25	1979	05	22	0.78
28997.5	1979	05	22	0.64
28997.75	1979	05	22	0.53
28998	1979	05	23	0.51
28998.25	1979	05	23	0.72
28998.5	1979	05	23	0.77
28998.75	1979	05	23	0.77
28999	1979	05	24	0.78
28999.25	1979	05	24	1.01
28999.5	1979	05	24	0.83
28999.75	1979	05	24	0.63
29000	1979	05	25	0.75
29000.25	1979	05	25	1.00
29000.5	1979	05	25	0.75
29000.75	1979	05	25	0.84
29001	1979	05	26	0.80
29001.25	1979	05	26	0.72
29001.5	1979	05	26	0.69
29001.75	1979	05	26	0.84
29002	1979	05	27	1.31
29002.25	1979	05	27	2.37
29002.5	1979	05	27	2.45
29002.75	1979	05	27	2.41
29003	1979	05	28	2.17
29003.25	1979	05	28	1.85
29003.5	1979	05	28	1.57
29003.75	1979	05	28	2.34
29004	1979	05	29	1.81
29004.25	1979	05	29	1.60
29004.5	1979	05	29	1.51
29004.75	1979	05	29	1.14
29005	1979	05	30	1.19
29005.25	1979	05	30	1.42
29005.5	1979	05	30	1.08
29005.75	1979	05	30	1.13
29006	1979	05	31	1.21
29006.25	1979	05	31	0.79
29006.5	1979	05	31	1.21
29006.75	1979	05	31	1.06
29007	1979	06	01	1.66
29007.25	1979	06	01	1.46
29007.5	1979	06	01	0.59
29007.75	1979	06	01	0.94
29008	1979	06	02	1.10
29008.25	1979	06	02	0.97
29008.5	1979	06	02	1.59
29008.75	1979	06	02	0.63
29009	1979	06	03	0.54
29009.25	1979	06	03	0.37
29009.5	1979	06	03	0.53
29009.75	1979	06	03	1.47
29010	1979	06	04	1.99
29010.25	1979	06	04	2.35
29010.5	1979	06	04	1.29
29010.75	1979	06	04	1.29
29011	1979	06	05	1.57
29011.25	1979	06	05	1.81
29011.5	1979	06	05	0.79
29011.75	1979	06	05	0.43
29012	1979	06	06	0.60
29012.25	1979	06	06	0.81
29012.5	1979	06	06	0.57
29012.75	1979	06	06	0.75
29013	1979	06	07	0.88
29013.25	1979	06	07	2.10
29013.5	1979	06	07	2.65
29013.75	1979	06	07	1.81
29014	1979	06	08	1.71
29014.25	1979	06	08	1.92
29014.5	1979	06	08	1.70
29014.75	1979	06	08	0.77
29015	1979	06	09	0.43
29015.25	1979	06	09	0.62
29015.5	1979	06	09	0.85
29015.75	1979	06	09	0.89
29016	1979	06	10	1.69
29016.25	1979	06	10	1.40
29016.5	1979	06	10	1.09
29016.75	1979	06	10	0.86
29017	1979	06	11	1.17
29017.25	1979	06	11	1.25
29017.5	1979	06	11	2.25
29017.75	1979	06	11	1.87
29018	1979	06	12	1.68
29018.25	1979	06	12	1.57
29018.5	1979	06	12	1.54
29018.75	1979	06	12	1.34
29019	1979	06	13	1.62
29019.25	1979	06	13	1.46
29019.5	1979	06	13	1.25
29019.75	1979	06	13	0.88
29020	1979	06	14	0.90
29020.25	1979	06	14	0.62
29020.5	1979	06	14	0.68
29020.75	1979	06	14	0.31
29021	1979	06	15	0.35
29021.25	1979	06	15	0.31
29021.5	1979	06	15	0.28
29021.75	1979	06	15	0.56
29022	1979	06	16	1.10
29022.25	1979	06	16	1.29
29022.5	1979	06	16	0.99
29022.75	1979	06	16	0.71
29023	1979	06	17	0.44
29023.25	1979	06	17	0.70
29023.5	1979	06	17	0.67
29023.75	1979	06	17	0.87
29024	1979	06	18	1.07
29024.25	1979	06	18	1.20
29024.5	1979	06	18	1.04
29024.75	1979	06	18	1.13
29025	1979	06	19	0.71
29025.25	1979	06	19	0.93
29025.5	1979	06	19	1.27
29025.75	1979	06	19	1.49
29026	1979	06	20	2.17
29026.25	1979	06	20	1.35
29026.5	1979	06	20	1.25
29026.75	1979	06	20	1.17
29027	1979	06	21	1.28
29027.25	1979	06	21	0.37
29027.5	1979	06	21	0.48
29027.75	1979	06	21	0.49
29028	1979	06	22	0.49
29028.25	1979	06	22	0.87
29028.5	1979	06	22	1.19
29028.75	1979	06	22	0.59
29029	1979	06	23	0.64
29029.25	1979	06	23	0.86
29029.5	1979	06	23	1.35
29029.75	1979	06	23	0.87
29030	1979	06	24	1.05
29030.25	1979	06	24	1.05
29030.5	1979	06	24	1.49
29030.75	1979	06	24	2.24
29031	1979	06	25	2.43
29031.25	1979	06	25	1.51
29031.5	1979	06	25	1.26
29031.75	1979	06	25	1.07
29032	1979	06	26	1.18
29032.25	1979	06	26	0.58
29032.5	1979	06	26	0.63
29032.75	1979	06	26	0.52
29033	1979	06	27	0.86
29033.25	1979	06	27	0.91
29033.5	1979	06	27	0.94
29033.75	1979	06	27	0.82
29034	1979	06	28	0.63
29034.25	1979	06	28	0.62
29034.5	1979	06	28	0.78
29034.75	1979	06	28	1.01
29035	1979	06	29	1.43
29035.25	1979	06	29	0.94
29035.5	1979	06	29	0.27
29035.75	1979	06	29	0.29
29036	1979	06	30	0.48
29036.25	1979	06	30	1.10
29036.5	1979	06	30	0.88
29036.75	1979	06	30	0.88
29037	1979	07	01	0.70
29037.25	1979	07	01	0.75
29037.5	1979	07	01	0.62
29037.75	1979	07	01	0.59
29038	1979	07	02	0.58
29038.25	1979	07	02	0.59
29038.5	1979	07	02	0.50
29038.75	1979	07	02	1.17
29039	1979	07	03	0.90
29039.25	1979	07	03	0.92
29039.5	1979	07	03	0.67
29039.75	1979	07	03	0.66
29040	1979	07	04	0.44
29040.25	1979	07	04	0.76
29040.5	1979	07	04	1.44
29040.75	1979	07	04	1.08
29041	1979	07	05	0.87
29041.25	1979	07	05	1.35
29041.5	1979	07	05	1.37
29041.75	1979	07	05	1.09
29042	1979	07	06	0.88
29042.25	1979	07	06	1.05
29042.5	1979	07	06	1.11
29042.75	1979	07	06	1.56
29043	1979	07	07	2.25
29043.25	1979	07	07	2.13
29043.5	1979	07	07	1.84
29043.75	1979	07	07	1.50
29044	1979	07	08	1.06
29044.25	1979	07	08	0.91
29044.5	1979	07	08	0.77
29044.75	1979	07	08	0.73
29045	1979	07	09	1.11
29045.25	1979	07	09	1.36
29045.5	1979	07	09	1.43
29045.75	1979	07	09	1.32
29046	1979	07	10	1.19
29046.25	1979	07	10	1.01
29046.5	1979	07	10	0.88
29046.75	1979	07	10	0.78
29047	1979	07	11	0.76
29047.25	1979	07	11	1.01
29047.5	1979	07	11	0.97
29047.75	1979	07	11	0.69
29048	1979	07	12	0.38
29048.25	1979	07	12	0.12
29048.5	1979	07	12	0.57
29048.75	1979	07	12	0.99
29049	1979	07	13	0.79
29049.25	1979	07	13	0.56
29049.5	1979	07	13	0.43
29049.75	1979	07	13	1.01
29050	1979	07	14	0.70
29050.25	1979	07	14	0.88
29050.5	1979	07	14	1.18
29050.75	1979	07	14	1.28
29051	1979	07	15	1.02
29051.25	1979	07	15	0.96
29051.5	1979	07	15	1.00
29051.75	1979	07	15	0.37
29052	1979	07	16	0.62
29052.25	1979	07	16	0.50
29052.5	1979	07	16	0.27
29052.75	1979	07	16	0.26
29053	1979	07	17	0.43
29053.25	1979	07	17	0.31
29053.5	1979	07	17	1.04
29053.75	1979	07	17	1.88
29054	1979	07	18	1.49
29054.25	1979	07	18	1.47
29054.5	1979	07	18	1.23
29054.75	1979	07	18	0.27
29055	1979	07	19	1.32
29055.25	1979	07	19	0.83
29055.5	1979	07	19	0.74
29055.75	1979	07	19	0.58
29056	1979	07	20	0.63
29056.25	1979	07	20	1.17
29056.5	1979	07	20	1.40
29056.75	1979	07	20	1.44
29057	1979	07	21	1.61
29057.25	1979	07	21	1.45
29057.5	1979	07	21	1.50
29057.75	1979	07	21	1.25
29058	1979	07	22	1.35
29058.25	1979	07	22	1.57
29058.5	1979	07	22	1.84
29058.75	1979	07	22	2.05
29059	1979	07	23	2.03
29059.25	1979	07	23	1.58
29059.5	1979	07	23	1.08
29059.75	1979	07	23	1.48
29060	1979	07	24	1.33
29060.25	1979	07	24	1.50
29060.5	1979	07	24	1.27
29060.75	1979	07	24	1.33
29061	1979	07	25	1.03
29061.25	1979	07	25	0.89
29061.5	1979	07	25	0.78
29061.75	1979	07	25	0.63
29062	1979	07	26	1.04
29062.25	1979	07	26	1.73
29062.5	1979	07	26	2.32
29062.75	1979	07	26	2.95
29063	1979	07	27	3.24
29063.25	1979	07	27	2.73
29063.5	1979	07	27	2.43
29063.75	1979	07	27	2.29
29064	1979	07	28	2.02
29064.25	1979	07	28	1.71
29064.5	1979	07	28	1.97
29064.75	1979	07	28	1.44
29065	1979	07	29	1.40
29065.25	1979	07	29	1.11
29065.5	1979	07	29	0.92
29065.75	1979	07	29	1.12
29066	1979	07	30	0.99
29066.25	1979	07	30	0.42
29066.5	1979	07	30	0.54
29066.75	1979	07	30	0.80
29067	1979	07	31	0.64
29067.25	1979	07	31	1.35
29067.5	1979	07	31	1.45
29067.75	1979	07	31	0.67
29068	1979	08	01	0.06
29068.25	1979	08	01	1.37
29068.5	1979	08	01	1.40
29068.75	1979	08	01	1.32
29069	1979	08	02	1.66
29069.25	1979	08	02	1.36
29069.5	1979	08	02	0.82
29069.75	1979	08	02	0.85
29070	1979	08	03	0.65
29070.25	1979	08	03	0.84
29070.5	1979	08	03	0.80
29070.75	1979	08	03	1.01
29071	1979	08	04	1.01
29071.25	1979	08	04	1.18
29071.5	1979	08	04	0.95
29071.75	1979	08	04	0.88
29072	1979	08	05	0.82
29072.25	1979	08	05	0.92
29072.5	1979	08	05	0.90
29072.75	1979	08	05	0.90
29073	1979	08	06	0.96
29073.25	1979	08	06	0.80
29073.5	1979	08	06	0.79
29073.75	1979	08	06	1.21
29074	1979	08	07	1.16
29074.25	1979	08	07	1.37
29074.5	1979	08	07	1.26
29074.75	1979	08	07	1.20
29075	1979	08	08	1.43
29075.25	1979	08	08	1.02
29075.5	1979	08	08	1.71
29075.75	1979	08	08	1.79
29076	1979	08	09	1.63
29076.25	1979	08	09	1.51
29076.5	1979	08	09	1.66
29076.75	1979	08	09	1.65
29077	1979	08	10	1.97
29077.25	1979	08	10	1.59
29077.5	1979	08	10	1.87
29077.75	1979	08	10	1.35
29078	1979	08	11	0.76
29078.25	1979	08	11	1.30
29078.5	1979	08	11	1.34
29078.75	1979	08	11	1.60
29079	1979	08	12	0.91
29079.25	1979	08	12	1.25
29079.5	1979	08	12	1.09
29079.75	1979	08	12	0.99
29080	1979	08	13	1.09
29080.25	1979	08	13	1.21
29080.5	1979	08	13	0.92
29080.75	1979	08	13	0.79
29081	1979	08	14	0.36
29081.25	1979	08	14	0.52
