FechayHora	P2_Hs	P6_Hs
29134.75	0.38	0.84
29135	0.89	1.53
29135.25	1.4	2.2
29135.5	1.34	1.58
29135.75	1.59	1.65
29136	1.52	1.83
29136.25	1.35	1.54
29136.5	1.06	1.43
29136.75	1.18	1.54
29137	1.2	1.54
29137.25	0.99	1.36
29137.5	0.95	1.47
29137.75	0.49	0.86
29138	0.75	1.16
29138.25	0.8	1.26
29138.5	0.24	0.52
29138.75	0.38	0.79
29139	0.54	1.04
29139.25	0.65	1.02
29139.5	0.82	1.31
29139.75	1	1.6
29140	1.08	1.54
29140.25	1.34	1.86
29140.5	1.15	1.49
29140.75	1.34	1.68
29141	1.34	1.63
29141.25	1.48	2.08
29141.5	1.67	2.31
29141.75	0.59	0.81
29142	0.39	0.49
29142.25	0.38	0.56
29142.5	0.77	1.09
29142.75	0.78	1.06
29143	0.96	1.4
29143.25	1.4	1.66
29143.5	1.09	1.44
29143.75	0.37	0.85
29144	0.71	1.32
29144.25	0.95	1.5
29144.5	0.88	1.58
29144.75	1.09	1.42
29145	2.11	2.57
29145.25	1.83	2.23
29145.5	1.88	2.4
29145.75	2.19	2.5
29146	2.1	2.27
29146.25	1.29	1.43
29146.5	0.56	0.78
29146.75	0.58	0.83
29147	0.85	1.01
29147.25	0.92	1.06
29147.5	1.19	1.35
29147.75	1.09	1.2
29148	0.93	1.02
29148.25	0.84	0.92
29148.5	0.81	0.9
29148.75	0.02	0.85
29149	0.97	1.12
29149.25	0.97	1.17
29149.5	1.16	1.3
29149.75	1.19	1.31
29150	1.24	1.35
29150.25	1.35	1.38
29150.5	1.21	1.27
29150.75	0.99	1.01
29151	1	1.39
29151.25	1.42	1.82
29151.5	2.01	2.5
29151.75	1.72	2.06
29152	1.77	2.17
29152.25	1.38	1.91
29152.5	1.24	2.02
29152.75	1.02	1.48
29153	0.41	0.75
29153.25	1.36	2.13
29153.5	2.03	2.76
29153.75	0.94	1.66
29154	0.76	1.21
29154.25	1.09	1.47
29154.5	2.01	2.85
29154.75	1.67	2.09
29155	1.68	1.89
29155.25	2.25	2.27
29155.5	1.66	1.71
29155.75	1.48	1.51
29156	1.74	1.78
29156.25	1.49	1.55
29156.5	1.18	1.43
29156.75	0.65	0.98
29157	0.66	1.39
29157.25	0.83	1.5
29157.5	0.63	1.23
29157.75	0.45	0.68
29158	1.27	1.41
29158.25	1.58	1.61
29158.5	1	1.06
29158.75	0.52	0.55
29159	0.58	0.61
29159.25	0.95	0.99
29159.5	1.46	1.58
29159.75	1.37	1.51
29160	1.07	1.22
29160.25	0.94	1.38
29160.5	1.2	1.59
29160.75	1.14	1.15
29161	1.34	1.4
29161.25	1.67	1.84
29161.5	0.98	1.43
29161.75	0.79	1.4
29162	0.78	1.54
29162.25	1.54	2.18
29162.5	0.91	1.5
29162.75	0.93	1.73
29163	1.15	1.75
29163.25	0.79	1.64
29163.5	1.19	1.68
29163.75	1.77	2.21
29164	1.53	1.88
29164.25	0.82	1.19
29164.5	0.98	1.63
29164.75	0.51	0.69
29165	0.01	0.04
29165.25	0.72	0.8
29165.5	0.85	1.07
29165.75	0.59	0.63
29166	1.59	1.8
29166.25	1.34	1.44
29166.5	1.67	1.69
29166.75	0.98	1.12
29167	1.26	1.62
29167.25	1.31	1.83
29167.5	1.16	1.64
29167.75	0.56	0.77
29168	0.26	0.57
29168.25	0.27	0.56
29168.5	0.47	0.79
29168.75	0.51	0.86
29169	0.47	0.99
29169.25	0.53	0.93
29169.5	0.78	1.21
29169.75	0.43	0.64
29170	0.93	1.13
29170.25	1.88	1.93
29170.5	1.53	1.75
29170.75	1.6	1.81
29171	1.56	2.03
29171.25	1.7	1.9
29171.5	1.15	1.31
29171.75	1.76	1.76
29172	1.91	1.97
29172.25	1.51	1.53
29172.5	0.97	0.98
29172.75	1.08	1.12
29173	1.13	1.18
29173.25	1.54	1.59
29173.5	1.49	1.63
29173.75	0.81	0.88
29174	1.07	1.17
29174.25	1.05	1.19
29174.5	1.08	1.27
29174.75	0.57	0.72
29175	1.17	1.54
29175.25	1.54	1.69
29175.5	1.38	1.45
29175.75	0.69	0.73
29176	0.36	0.37
29176.25	0.48	0.51
29176.5	0.6	0.63
29176.75	0.69	0.76
29177	0.64	0.85
29177.25	0.61	0.84
29177.5	0.53	0.68
29177.75	0.58	0.71
29178	0.84	1.21
29178.25	0.76	1.01
29178.5	0.78	0.99
29178.75	0.75	0.96
29179	0.74	0.91
29179.25	1.04	1.28
29179.5	0.97	1.17
29179.75	1.09	1.32
29180	1.18	1.42
29180.25	1.26	1.51
29180.5	1.28	1.54
29180.75	1.14	1.38
29181	1.09	1.31
29181.25	1.07	1.29
29181.5	0.98	1.17
29181.75	0.93	1.09
29182	0.87	1.02
29182.25	0.82	0.95
29182.5	0.81	0.92
29182.75	0.8	0.9
29183	0.71	0.79
29183.25	0.63	0.7
29183.5	0.59	0.65
29183.75	0.62	0.76
29184	0.61	0.85
29184.25	0.74	0.96
29184.5	0.77	1.05
29184.75	0.64	0.82
29185	0.61	0.79
29185.25	0.86	0.98
29185.5	1.93	2.08
29185.75	0.54	0.58
29186	0.39	0.53
29186.25	0.81	1.28
29186.5	0.81	1.05
29186.75	1.04	1.25
29187	1.56	1.91
29187.25	1.64	2.03
29187.5	1.02	1.32
29187.75	0.96	1.24
29188	1.18	1.49
29188.25	1.12	1.41
29188.5	1.13	1.46
29188.75	1.42	1.66
29189	1.65	1.87
29189.25	1.65	1.66
29189.5	1.33	1.39
29189.75	1.74	1.78
29190	1.7	1.75
29190.25	1.63	1.78
29190.5	1.24	1.44
29190.75	1.98	2.17
29191	2.11	2.31
29191.25	2.02	2.15
29191.5	1.15	1.22
29191.75	0.97	0.99
29192	0.61	0.63
29192.25	1.22	1.29
29192.5	0.84	0.99
29192.75	0.48	0.53
29193	0.55	0.6
29193.25	0.98	1.03
29193.5	0.57	0.61
29193.75	0.86	1.05
29194	0.64	0.81
29194.25	0.75	0.89
29194.5	0.23	0.42
29194.75	0.8	1.1
29195	0.67	0.99
29195.25	0.54	0.67
29195.5	0.64	0.75
29195.75	0.73	0.85
29196	0.79	0.92
29196.25	0.92	1.1
29196.5	1.21	1.42
29196.75	1.46	1.7
29197	1.26	1.48
29197.25	1.46	2.02
29197.5	1	1.44
29197.75	0.73	0.95
29198	1.4	1.75
29198.25	2	2.27
29198.5	1.14	1.45
29198.75	0.22	0.23
29199	0.63	0.75
29199.25	0.84	0.98
29199.5	2.37	2.56
29199.75	1.59	1.86
29200	1.64	1.93
29200.25	1.69	2.01
29200.5	1.68	1.91
29200.75	1.34	1.55
29201	1.19	1.38
29201.25	1.04	1.21
29201.5	1.01	1.19
29201.75	1.01	1.17
29202	1.31	1.44
29202.25	1.01	1.21
29202.5	1.6	1.66
29202.75	1.42	1.45
29203	1.26	1.35
29203.25	1.1	1.25
29203.5	1.13	1.48
29203.75	0.92	1.21
29204	1.34	1.74
29204.25	1.5	1.9
29204.5	1.15	1.51
29204.75	0.78	0.95
29205	1.22	1.64
29205.25	0.94	1.15
29205.5	0.77	1.08
29205.75	0.63	0.76
29206	1.05	1.2
29206.25	0.64	0.71
29206.5	0.61	0.64
29206.75	0.83	0.92
29207	0.97	1.33
29207.25	1.17	1.46
29207.5	1.18	1.45
29207.75	0.96	1.18
29208	0.89	1.19
29208.25	1.03	1.22
29208.5	0.79	0.93
29208.75	0.61	0.76
29209	0.59	0.75
29209.25	0.35	0.5
29209.5	0.72	0.98
29209.75	0.02	0.05
29210	0.35	0.45
29210.25	0.47	0.84
29210.5	0.86	1.28
29210.75	0.15	0.33
29211	0.44	0.79
29211.25	0.62	1.04
29211.5	0.76	1
29211.75	0.68	0.87
29212	0.53	0.71
29212.25	0.51	0.67
29212.5	0.58	0.76
29212.75	0.27	0.47
29213	0.51	0.69
29213.25	0.85	1.26
29213.5	0.94	1.23
29213.75	1.3	1.65
29214	1.99	2.46
29214.25	2.16	2.47
29214.5	1.46	1.72
29214.75	1.02	1.27
29215	0.25	0.44
29215.25	0.36	0.66
29215.5	0.15	0.29
29215.75	0.54	0.78
29216	0.73	0.98
29216.25	0.88	1.14
29216.5	0.34	0.53
29216.75	0.45	0.69
29217	0.66	0.92
29217.25	1.15	1.38
29217.5	0.99	1.23
29217.75	0.52	0.71
29218	0.69	0.89
29218.25	0.79	1.01
29218.5	0.68	1.04
29218.75	0.62	0.71
29219	1.54	1.66
29219.25	0.4	0.54
29219.5	0.54	0.98
29219.75	0.51	0.79
29220	0.03	0.12
29220.25	0.08	0.19
29220.5	0.2	0.29
29220.75	0.48	0.58
29221	0.53	0.73
29221.25	0.59	0.86
29221.5	0.9	1.37
29221.75	0.91	1.02
29222	0.83	1.07
29222.25	1.32	1.6
29222.5	1.65	2.01
29222.75	1.02	1.08
29223	1.65	1.79
29223.25	1.91	1.99
29223.5	1.49	1.55
29223.75	0.35	0.36
29224	0.7	0.9
29224.25	0.45	0.64
29224.5	0.24	0.51
29224.75	0.37	0.59
29225	0.9	1.17
29225.25	0.29	0.56
29225.5	0.46	0.76
29225.75	0.34	0.7
29226	0.47	0.8
29226.25	1.11	1.42
29226.5	0.83	1.15
29226.75	0.36	0.49
29227	2.12	2.74
29227.25	1.43	2.05
29227.5	1.73	2.47
29227.75	1.97	2.34
29228	2.17	2.64
29228.25	1.15	1.48
29228.5	0.33	0.54
29228.75	0.31	0.73
29229	0.51	0.74
29229.25	1.21	1.34
29229.5	0.94	1.19
29229.75	0.93	1.21
29230	0.95	1.31
29230.25	1.04	1.4
29230.5	1.02	1.42
29230.75	0.45	0.53
29231	0.55	0.61
29231.25	1.26	1.58
29231.5	1.57	1.83
29231.75	1.54	1.87
29232	1.32	1.63
29232.25	1.41	1.68
29232.5	1.75	2.02
29232.75	1.16	1.41
29233	1.14	1.45
29233.25	0.91	1.13
29233.5	0.86	1.06
29233.75	0.85	1.1
29234	0.79	0.99
29234.25	0.74	0.91
29234.5	0.98	1.1
29234.75	0.77	0.94
29235	0.93	1.18
29235.25	0.81	0.79
29235.5	0.69	0.9
29235.75	0.69	0.83
29236	0.64	0.79
29236.25	0.72	0.91
29236.5	0.71	1.09
29236.75	0.84	1.32
29237	0.9	1.2
29237.25	0.86	1.22
29237.5	0.31	0.62
29237.75	0.52	0.93
29238	0.74	1.36
29238.25	0.6	0.94
29238.5	1.03	1.15
29238.75	0.52	0.59
29239	0.58	0.72
29239.25	0.5	0.83
29239.5	0.84	1.56
29239.75	1.28	1.86
29240	2.22	2.65
29240.25	0.6	0.68
29240.5	0.57	0.56
29240.75	0.06	0.06
29241	0.34	0.46
29241.25	0.16	0.43
29241.5	1.95	2.57
29241.75	2.32	2.91
29242	3.09	3.78
29242.25	1.91	2.26
29242.5	2.32	2.99
29242.75	2.1	2.38
29243	1.71	1.97
29243.25	1.61	1.63
29243.5	1.57	1.61
29243.75	1.55	1.61
29244	1.77	1.81
29244.25	1.51	1.6
29244.5	0.96	1.31
29244.75	1.24	1.55
29245	1.07	1.45
29245.25	1.28	1.37
29245.5	0.65	0.71
29245.75	0.79	0.87
29246	0.64	0.68
29246.25	1.18	1.19
29246.5	0.68	0.73
29246.75	0.52	0.57
29247	1.02	1.25
29247.25	1.43	1.76
29247.5	1.05	1.36
29247.75	0.75	0.95
29248	1.06	1.22
29248.25	1.16	1.25
29248.5	0.59	0.66
29248.75	0.43	0.46
29249	0.57	0.65
29249.25	0.56	0.65
29249.5	0.85	1.07
29249.75	0.43	0.58
29250	1.28	1.7
29250.25	1.55	1.85
29250.5	1.24	1.51
29250.75	0.96	1.01
29251	1.54	1.59
29251.25	1.1	1.11
29251.5	0.65	0.67
29251.75	0.64	0.78
29252	0.88	1.49
29252.25	0.78	1.36
29252.5	0.71	1.02
29252.75	0.49	0.7
29253	0.51	0.71
29253.25	0.79	1
29253.5	0.84	1.04
29253.75	1.01	1.09
29254	1.15	1.47
29254.25	0.86	1.17
29254.5	0.46	0.6
29254.75	0.41	0.55
29255	0.68	0.86
29255.25	0.74	1
29255.5	0.9	1.35
29255.75	0.84	1.11
29256	0.84	1.07
29256.25	0.79	1.2
29256.5	0.91	1.31
29256.75	0.69	0.94
29257	0.64	0.87
29257.25	0.45	0.64
29257.5	0.44	0.77
29257.75	0.4	0.59
29258	1.03	1.09
29258.25	1.41	1.42
29258.5	1.38	1.42
29258.75	1.48	1.52
29259	0.97	1
29259.25	0.98	1.01
29259.5	0.9	0.94
29259.75	0.91	0.95
29260	1.12	1.24
29260.25	1.18	1.28
29260.5	1.19	1.42
29260.75	1.36	1.49
29261	1.41	1.64
29261.25	1.06	1.15
29261.5	0.56	0.6
29261.75	1.01	1.35
29262	1.98	2.34
29262.25	1	1.2
29262.5	1.25	1.41
29262.75	1.91	2.07
29263	4.04	4.25
29263.25	4.31	4.48
29263.5	3.62	3.78
29263.75	2.25	2.36
29264	1.91	2.05
29264.25	1.39	1.47
29264.5	0.9	1.42
29264.75	1.11	1.44
29265	1.16	1.42
29265.25	1.28	1.68
29265.5	0.82	0.97
29265.75	0.51	0.6
29266	0.8	0.84
29266.25	0.85	1.16
29266.5	0.97	1.12
29266.75	0.49	0.58
29267	0.47	0.53
29267.25	0.76	0.92
29267.5	0.64	0.89
29267.75	0.8	1.25
29268	0.95	1.61
29268.25	1.03	1.58
29268.5	1.04	1.39
29268.75	0.97	1.14
29269	0.54	0.6
29269.25	0.49	0.67
29269.5	0.55	0.67
29269.75	0.66	0.8
29270	0.95	1.17
29270.25	0.7	0.91
29270.5	0.74	0.96
29270.75	0.7	0.9
29271	0.89	1.02
29271.25	0.56	0.6
29271.5	0.67	0.92
29271.75	0.44	0.91
29272	0.65	1.09
29272.25	0.85	1.15
29272.5	1.48	1.91
29272.75	1.48	1.88
29273	1.3	1.66
29273.25	1.03	1.29
29273.5	0.96	1.32
29273.75	0.79	1.1
29274	0.43	0.69
29274.25	0.4	0.58
29274.5	0.5	0.73
29274.75	0.83	1.25
29275	1.2	1.72
29275.25	1.16	1.53
29275.5	0.67	0.95
29275.75	0.75	0.98
29276	0.75	0.94
29276.25	0.73	1.21
29276.5	0.78	1.14
29276.75	0.7	1.12
29277	1.02	1.42
29277.25	0.69	0.98
29277.5	0.55	0.72
29277.75	0.56	0.71
29278	1.24	1.58
29278.25	1.29	1.57
29278.5	1.11	1.52
29278.75	1.27	1.57
29279	1.68	2.11
29279.25	1.32	1.69
29279.5	1.05	1.47
29279.75	1.01	1.33
29280	0.98	1.35
29280.25	1.05	1.6
29280.5	1.39	1.93
29280.75	1.11	1.4
29281	1.8	2.28
29281.25	2.92	3.29
29281.5	1.58	1.78
29281.75	0.82	0.83
29282	0.98	0.98
29282.25	1.32	1.33
29282.5	0.95	1
29282.75	0.96	1.02
29283	0.87	1
29283.25	0.77	0.85
29283.5	0.55	0.57
29283.75	0.82	0.85
29284	0.75	0.81
29284.25	0.92	0.97
29284.5	1.33	1.37
29284.75	2.05	2.07
29285	2.45	2.54
29285.25	2.45	2.57
29285.5	1.72	1.8
29285.75	1.69	1.79
29286	1.58	1.68
29286.25	1.43	1.53
29286.5	1.57	1.68
29286.75	1.26	1.34
29287	1.12	1.26
29287.25	0.99	1.14
29287.5	0.8	0.96
29287.75	0.64	0.75
29288	0.6	0.81
29288.25	0.79	0.93
29288.5	1.14	1.79
29288.75	1.35	1.53
29289	0.88	1.13
29289.25	1.19	1.56
29289.5	1.11	1.47
29289.75	1.25	1.42
29290	1.03	1.27
29290.25	1.49	1.92
29290.5	1.59	1.75
29290.75	0.7	0.79
29291	0.73	0.88
29291.25	0.69	0.69
29291.5	0.85	0.88
29291.75	1.07	1.16
29292	1.15	1.19
29292.25	1.05	1.09
29292.5	1.1	1.15
29292.75	1.27	1.34
29293	1.36	1.54
29293.25	1.31	1.57
29293.5	1.92	2.36
29293.75	1.69	2.24
29294	1.4	1.73
29294.25	1.48	1.81
29294.5	1.37	1.72
29294.75	1.54	1.84
29295	1.51	1.79
29295.25	1.56	1.96
29295.5	1.38	1.64
29295.75	1.28	1.52
29296	1.06	1.25
29296.25	0.95	1.1
29296.5	1.32	1.4
29296.75	1.05	1.13
29297	0.99	1.08
29297.25	0.87	0.99
29297.5	0.87	1.05
29297.75	0.86	1.07
29298	0.61	0.72
29298.25	0.71	0.83
29298.5	0.54	0.67
29298.75	1.29	1.46
29299	0.99	1.25
29299.25	1.25	1.71
29299.5	0.28	0.67
29299.75	0.57	0.78
29300	0.69	0.85
29300.25	0.78	1.04
29300.5	0.55	0.74
29300.75	0.62	0.92
29301	0.57	0.79
29301.25	0.52	0.67
29301.5	0.5	0.64
29301.75	0.79	0.9
29302	0.98	1.02
29302.25	1.73	2.12
29302.5	1.15	1.31
29302.75	2.3	2.62
29303	1.63	2.18
29303.25	1.21	1.76
29303.5	0.52	1.16
29303.75	0.48	0.99
29304	0.61	0.97
29304.25	1.15	1.94
29304.5	1.39	1.87
29304.75	1.16	1.51
29305	2.66	3.64
29305.25	1.31	1.77
29305.5	0.81	1.44
29305.75	0.6	0.75
29306	0.01	0.04
29306.25	0.65	0.7
29306.5	1.44	1.49
29306.75	1.17	1.21
29307	0.88	1
29307.25	0.73	0.93
29307.5	0.61	1.06
29307.75	0.99	1.79
29308	0.64	1.03
29308.25	1.07	1.32
29308.5	2.23	2.39
29308.75	1.23	1.51
29309	1.06	1.41
29309.25	0.96	1.51
29309.5	0.79	1.29
29309.75	0.54	1.07
29310	0.55	1.18
29310.25	0.77	1.44
29310.5	0.66	1.37
29310.75	0.68	1.15
29311	0.43	0.96
29311.25	0.42	0.9
29311.5	0.35	0.67
29311.75	0.17	0.34
29312	0.42	0.63
29312.25	0.61	0.85
29312.5	0.76	1.39
29312.75	0.67	1.1
29313	1.34	2.14
29313.25	1.62	2.25
29313.5	0.67	0.97
29313.75	0.53	0.64
29314	0.38	0.54
29314.25	0.8	0.96
29314.5	1.09	1.42
29314.75	1.14	1.39
29315	0.9	1.17
29315.25	0.86	1.1
29315.5	1.05	1.39
29315.75	0.85	1.21
29316	1.13	1.69
29316.25	1.23	2.38
29316.5	1.27	1.79
29316.75	0.87	1.14
29317	0.6	1.02
29317.25	0.54	0.66
29317.5	0.65	0.88
29317.75	0.72	0.92
29318	0.86	1.01
29318.25	0.93	1.06
29318.5	1.31	1.52
29318.75	1.18	1.56
29319	1.17	1.47
29319.25	1.21	1.5
29319.5	1.08	1.21
29319.75	0.68	0.71
29320	0.52	0.54
29320.25	1.26	1.27
29320.5	1.65	1.7
29320.75	1.43	1.47
29321	1.19	1.25
29321.25	1.19	1.25
29321.5	1.17	1.23
29321.75	1.01	1.06
29322	0.79	0.83
29322.25	0.73	0.78
29322.5	0.78	0.79
29322.75	0.77	0.87
29323	0.94	1.01
29323.25	1.4	1.4
29323.5	1.24	1.25
29323.75	1.77	1.81
29324	1.09	1.12
29324.25	1.58	1.59
29324.5	1.91	1.94
29324.75	1.64	1.76
29325	1.79	1.91
29325.25	1.66	1.8
29325.5	1.53	1.59
29325.75	1.39	1.44
29326	1.64	1.66
29326.25	1.38	1.41
29326.5	1.26	1.3
29326.75	1.33	1.55
29327	1.54	1.73
29327.25	1.14	1.45
29327.5	0.8	0.97
29327.75	0.59	0.68
29328	0.45	0.48
29328.25	0.84	0.87
29328.5	0.92	0.92
29328.75	1.37	1.38
29329	2.67	2.8
29329.25	1.82	1.91
29329.5	1.65	1.72
29329.75	1.47	1.54
29330	1.52	1.59
29330.25	1.7	1.86
29330.5	1.31	1.64
29330.75	1.09	1.45
29331	0.98	1.32
29331.25	1.26	1.83
29331.5	1.07	1.67
29331.75	0.68	1.01
29332	0.51	0.88
29332.25	0.52	0.8
29332.5	0.44	0.61
29332.75	0.21	0.3
29333	0.49	0.63
29333.25	1.05	1.36
29333.5	1.44	1.47
29333.75	1.65	1.7
29334	1.55	1.59
29334.25	1.71	1.73
29334.5	1.74	1.79
29334.75	1.16	1.19
29335	1.06	1.11
29335.25	1.18	1.35
29335.5	0.54	0.67
29335.75	0.56	0.64
29336	0.52	0.6
29336.25	0.52	0.64
29336.5	0.7	0.85
29336.75	0.9	1.09
29337	0.91	1.1
29337.25	0.82	1.01
29337.5	0.72	0.88
29337.75	0.61	0.74
29338	0.54	0.71
29338.25	0.28	0.45
29338.5	0.43	0.58
29338.75	0.53	0.66
29339	0.51	0.6
29339.25	0.52	0.64
29339.5	0.32	0.41
29339.75	0.36	0.44
29340	0.37	0.43
29340.25	0.4	0.46
29340.5	0.47	0.53
29340.75	0.65	0.68
29341	0.63	0.66
29341.25	0.58	0.6
29341.5	0.57	0.58
29341.75	0.59	0.64
29342	0.6	0.62
29342.25	0.51	0.52
29342.5	0.46	0.47
29342.75	0.45	0.48
29343	0.33	0.74
29343.25	0.46	0.82
29343.5	0.79	1.23
29343.75	0.8	1.15
29344	0.84	1.11
29344.25	0.76	1.03
29344.5	0.7	0.91
29344.75	0.71	0.91
29345	1.3	1.5
29345.25	0.87	1.1
29345.5	1.12	1.32
29345.75	1.04	1.28
29346	0.83	1.2
29346.25	0.53	0.7
29346.5	0.8	1.18
29346.75	0.45	0.67
29347	0.37	0.55
29347.25	0.7	1.08
29347.5	0.63	0.9
29347.75	0.52	0.81
29348	0.45	0.62
29348.25	0.63	0.75
29348.5	0.47	0.64
29348.75	0.52	0.65
29349	0.67	0.99
29349.25	0.79	1.28
29349.5	0.95	1.41
29349.75	1.07	1.67
29350	0.89	1.2
29350.25	0.82	1.07
29350.5	0.74	0.93
29350.75	0.73	0.92
29351	0.95	1.22
29351.25	1.63	1.93
29351.5	1.37	1.66
29351.75	1.21	1.47
29352	0.9	1.36
29352.25	1.86	2.46
29352.5	1.44	1.94
29352.75	1.39	1.89
29353	1.16	1.81
29353.25	0.8	1.2
29353.5	0.91	1.26
29353.75	0.61	0.72
29354	1.11	1.25
29354.25	1.22	1.34
29354.5	0.82	0.99
29354.75	0.1	0.11
29355	0.67	0.81
29355.25	0.97	1.35
29355.5	0.88	1.12
29355.75	0.83	1.01
29356	0.89	1.03
29356.25	0.79	0.95
29356.5	0.67	0.79
29356.75	0.6	0.71
29357	0.6	0.73
29357.25	0.63	0.75
29357.5	0.62	0.76
29357.75	0.56	0.68
29358	0.62	0.72
29358.25	0.67	0.75
29358.5	1.4	1.45
29358.75	1.99	2.1
29359	2.23	2.37
29359.25	2.54	2.8
29359.5	2.74	3.09
29359.75	1.89	2.14
29360	1.75	1.98
29360.25	1.61	1.82
29360.5	1.46	1.64
29360.75	1.26	1.39
29361	1.14	1.28
29361.25	0.67	0.95
29361.5	0.56	0.92
29361.75	0.52	0.71
29362	0.43	0.71
29362.25	0.44	0.59
29362.5	0.37	0.56
29362.75	0.21	0.37
29363	0.81	0.98
29363.25	0.75	0.83
29363.5	0.06	0.06
29363.75	0.01	0.04
29364	1.09	1.18
29364.25	0.88	1
29364.5	1.06	1.16
29364.75	1.55	1.58
29365	1.7	1.75
29365.25	1.61	1.69
29365.5	1.55	1.62
29365.75	1.37	1.44
29366	1.65	1.86
29366.25	1.78	2.15
29366.5	1.48	1.68
29366.75	1.4	1.53
29367	1.71	1.96
29367.25	0.91	1.15
29367.5	0.83	0.9
29367.75	0.95	1.01
29368	1.07	1.13
29368.25	1.91	2.01
29368.5	2.2	2.33
29368.75	3.2	3.37
29369	3.43	3.62
29369.25	2.18	2.3
29369.5	2.1	2.21
29369.75	1.59	1.64
29370	1.25	1.32
29370.25	1.47	1.53
29370.5	1.46	1.51
29370.75	1.54	1.61
29371	1.41	1.47
29371.25	1.44	1.49
29371.5	1.54	1.59
29371.75	1.6	1.65
29372	1.43	1.49
29372.25	1.25	1.34
29372.5	1.28	1.38
29372.75	1.11	1.2
29373	1.2	1.31
29373.25	0.93	0.93
29373.5	1.54	1.56
29373.75	1.88	1.9
29374	2.52	2.62
29374.25	2.84	2.98
29374.5	1.7	1.85
29374.75	2.29	2.4
29375	2.26	2.41
29375.25	2.39	2.7
29375.5	2.22	2.41
29375.75	1.76	1.8
29376	1.26	1.33
29376.25	1.28	1.41
29376.5	1.15	1.17
29376.75	0.84	0.85
29377	0.51	0.52
29377.25	0.44	0.46
29377.5	0.75	0.8
29377.75	0.8	0.81
29378	0.66	0.69
29378.25	0.94	1.04
29378.5	0.95	1.06
29378.75	0.81	0.98
29379	0.84	1.05
29379.25	0.73	0.85
29379.5	0.51	0.59
29379.75	0.71	0.79
29380	0.78	0.77
29380.25	0.64	0.64
29380.5	0.61	0.64
29380.75	0.5	0.51
29381	0.77	0.8
29381.25	1.06	1.09
29381.5	0.79	0.81
29381.75	0.64	0.66
29382	0.64	0.76
29382.25	0.26	0.58
29382.5	0.48	0.63
29382.75	0.76	1.26
29383	0.78	1.31
29383.25	0.93	1.43
29383.5	0.55	0.92
29383.75	0.71	1.21
29384	0.86	1.24
29384.25	0.95	1.24
29384.5	1.38	1.93
29384.75	1.68	2.03
29385	1	1.18
29385.25	1.02	1.36
29385.5	0.96	1.23
29385.75	1.38	1.82
29386	1.25	1.6
29386.25	1.17	1.47
29386.5	0.06	0.07
29386.75	0.92	1.23
29387	1.58	2.15
29387.25	1.24	1.6
29387.5	1.06	1.37
29387.75	1.01	1.38
29388	1.03	1.37
29388.25	0.82	1.04
29388.5	1.51	2.13
29388.75	1.46	1.87
29389	0.31	0.68
29389.25	0.97	1.54
29389.5	0.76	1.14
29389.75	1.81	1.87
29390	2.81	2.93
29390.25	2.89	3.02
29390.5	2.88	3.12
29390.75	2.21	2.72
29391	1.7	2.12
29391.25	1.54	2.04
29391.5	1.52	1.89
29391.75	0.69	0.97
29392	0.21	0.54
29392.25	0.76	1.25
29392.5	0.95	1.42
29392.75	1.34	2.04
29393	1.21	1.74
29393.25	1.25	1.79
29393.5	1.3	1.69
29393.75	1.78	1.96
29394	1.74	2.02
29394.25	0.81	0.82
29394.5	0.81	1.41
29394.75	2.5	3.25
29395	1.63	2.13
29395.25	1.6	2.03
29395.5	1.61	2.06
29395.75	1.26	1.6
29396	0.76	1.04
29396.25	0.82	1.37
29396.5	0.97	1.29
29396.75	0.89	1.38
29397	1.36	1.7
29397.25	1.27	2.17
29397.5	1.77	1.99
29397.75	1.25	1.47
29398	1.12	1.54
29398.25	1.06	1.45
29398.5	0.91	1.43
29398.75	0.59	1.22
29399	0.45	1.02
29399.25	0.52	0.7
29399.5	1.36	1.35
29399.75	1.62	1.75
29400	1.29	1.42
29400.25	2.25	2.44
29400.5	1.59	1.85
29400.75	1.91	1.93
29401	1.93	2.02
29401.25	1.84	1.89
29401.5	1.9	1.93
29401.75	1.82	1.93
29402	1.84	1.89
29402.25	2.05	2.13
29402.5	1.68	1.71
29402.75	1.6	1.67
29403	1.78	1.81
29403.25	1.47	1.5
29403.5	1.13	1.17
29403.75	0.92	1.11
29404	0.73	0.92
29404.25	0.28	0.56
29404.5	0.38	0.6
29404.75	0.32	0.64
29405	0.3	0.67
29405.25	0.49	0.62
29405.5	0.69	0.8
29405.75	0.84	0.82
29406	0.65	0.66
29406.25	0.8	0.85
29406.5	0.66	0.73
29406.75	0.69	0.88
29407	1.3	1.68
29407.25	1.01	1.39
29407.5	0.91	1.18
29407.75	0.75	0.96
29408	0.85	1.13
29408.25	0.97	1.37
29408.5	1.15	1.54
29408.75	1.14	1.53
29409	1.14	1.59
29409.25	0.82	1.36
29409.5	0.66	1.15
29409.75	0.58	0.96
29410	0.8	1.2
29410.25	0.91	1.34
29410.5	0.85	1.76
29410.75	0.76	1.29
29411	1.05	1.25
29411.25	0.46	0.62
29411.5	1.1	1.65
29411.75	1.01	1.2
29412	1.38	1.56
29412.25	0.99	1
29412.5	1.57	1.69
29412.75	1.37	1.5
29413	1.41	1.55
29413.25	1.67	1.85
29413.5	1.38	1.67
29413.75	1.31	1.83
29414	1.2	1.65
29414.25	0.97	1.18
29414.5	1.79	1.83
