Fecha	anio	u	v	vel
36539.50	2000	12.41	2.50	12.66
36539.75	2000	10.42	2.90	10.82
36540.00	2000	10.85	-1.82	11.00
36540.25	2000	16.38	-5.83	17.39
36540.50	2000	14.78	0.21	14.78
36540.75	2000	14.77	5.39	15.72
36541.00	2000	16.52	5.81	17.51
36541.25	2000	15.67	5.99	16.78
36541.50	2000	11.95	5.63	13.21
36541.75	2000	12.71	1.75	12.83
36542.00	2000	18.68	-3.40	18.99
36542.25	2000	17.72	-3.22	18.01
36542.50	2000	13.74	-1.97	13.88
36542.75	2000	13.04	2.00	13.19
36543.00	2000	11.60	-1.50	11.70
36543.25	2000	14.45	-4.64	15.18
36543.50	2000	12.48	-2.14	12.66
36543.75	2000	15.43	-5.30	16.31
36544.00	2000	17.07	-4.37	17.62
36544.25	2000	21.34	-3.01	21.55
36544.50	2000	15.76	-1.98	15.88
36544.75	2000	15.18	-2.34	15.36
36545.00	2000	17.91	-5.04	18.61
36545.25	2000	17.55	-1.36	17.60
36545.50	2000	15.74	5.70	16.74
36545.75	2000	15.15	10.30	18.32
36546.00	2000	13.05	8.97	15.84
36546.25	2000	13.24	0.60	13.25
36546.50	2000	14.07	-2.87	14.36
36546.75	2000	14.11	-4.83	14.91
36547.00	2000	18.13	-6.52	19.27
36547.25	2000	14.24	-6.03	15.46
36547.50	2000	14.28	-11.55	18.37
36547.75	2000	15.25	-5.39	16.17
36548.00	2000	14.26	-2.62	14.50
36548.25	2000	14.09	-0.84	14.12
36548.50	2000	12.40	-0.73	12.42
36548.75	2000	12.71	-0.99	12.75
36549.00	2000	11.67	-4.43	12.48
36549.25	2000	9.03	-11.51	14.63
36549.50	2000	11.05	-12.58	16.74
36549.75	2000	12.46	-10.34	16.19
36550.00	2000	11.16	-8.79	14.21
36550.25	2000	9.49	-9.61	13.51
36550.50	2000	11.07	-4.49	11.95
36550.75	2000	12.44	5.31	13.53
36551.00	2000	10.11	-3.01	10.55
36551.25	2000	11.36	-6.27	12.98
36551.50	2000	5.53	-5.08	7.51
36551.75	2000	3.89	-8.86	9.68
36552.00	2000	5.23	-6.27	8.16
36552.25	2000	3.13	-6.19	6.94
36552.50	2000	4.79	-10.06	11.14
36552.75	2000	10.90	-5.19	12.07
36553.00	2000	13.57	-3.05	13.91
36553.25	2000	10.59	-4.70	11.59
36553.50	2000	7.99	-4.30	9.07
36553.75	2000	10.15	2.57	10.47
36554.00	2000	7.56	1.90	7.80
36554.25	2000	6.37	-3.10	7.08
36554.50	2000	1.48	-5.50	5.70
36554.75	2000	0.84	-10.69	10.72
36555.00	2000	8.67	-11.24	14.20
36555.25	2000	18.31	-5.64	19.16
36555.50	2000	15.55	-3.23	15.88
36555.75	2000	13.46	-3.52	13.91
36556.00	2000	16.68	-6.49	17.90
36556.25	2000	12.58	-7.03	14.41
36556.50	2000	7.03	-8.76	11.23
36556.75	2000	9.67	-10.46	14.25
36557.00	2000	6.12	-9.91	11.65
36557.25	2000	2.31	-8.59	8.90
36557.50	2000	1.39	-4.75	4.95
36557.75	2000	6.31	1.97	6.61
36558.00	2000	12.34	6.91	14.14
36558.25	2000	10.51	1.99	10.70
36558.50	2000	8.32	-6.11	10.32
36558.75	2000	10.43	-8.47	13.44
36559.00	2000	10.62	-10.99	15.28
36559.25	2000	11.89	-12.71	17.40
36559.50	2000	13.71	-8.90	16.35
36559.75	2000	13.55	-1.86	13.68
36560.00	2000	9.79	-9.40	13.57
36560.25	2000	10.26	-9.70	14.12
36560.50	2000	6.10	-5.88	8.47
36560.75	2000	8.75	-5.61	10.39
36561.00	2000	10.26	-8.11	13.08
36561.25	2000	10.23	-5.40	11.57
36561.50	2000	5.82	-8.15	10.01
36561.75	2000	8.73	-9.11	12.62
36562.00	2000	15.42	-6.60	16.77
36562.25	2000	16.71	-5.18	17.49
36562.50	2000	15.59	1.47	15.66
36562.75	2000	11.40	1.21	11.46
36563.00	2000	11.61	-0.09	11.61
36563.25	2000	12.04	1.62	12.15
36563.50	2000	8.46	-0.69	8.49
36563.75	2000	5.99	-0.81	6.04
36564.00	2000	4.11	-3.47	5.38
36564.25	2000	2.63	-6.40	6.92
36564.50	2000	-1.41	-13.73	13.80
36564.75	2000	0.71	-15.46	15.48
36565.00	2000	1.93	-13.43	13.57
36565.25	2000	5.09	-6.52	8.27
36565.50	2000	0.51	-3.76	3.79
36565.75	2000	3.05	-2.55	3.98
36566.00	2000	8.23	-0.59	8.25
36566.25	2000	7.50	0.89	7.55
36566.50	2000	4.66	4.54	6.51
36566.75	2000	8.72	3.06	9.24
36567.00	2000	10.27	3.84	10.96
36567.25	2000	6.03	6.03	8.53
36567.50	2000	4.82	1.38	5.01
36567.75	2000	3.03	1.36	3.32
36568.00	2000	8.98	4.03	9.84
36568.25	2000	11.14	3.87	11.79
36568.50	2000	7.86	4.97	9.30
36568.75	2000	7.75	4.61	9.02
36569.00	2000	8.87	6.04	10.73
36569.25	2000	8.87	5.20	10.28
36569.50	2000	8.15	2.31	8.47
36569.75	2000	10.92	0.73	10.94
36570.00	2000	12.84	-2.07	13.01
36570.25	2000	14.13	-1.47	14.21
36570.50	2000	9.27	1.40	9.38
36570.75	2000	10.90	-0.35	10.91
36571.00	2000	10.47	-2.13	10.68
36571.25	2000	9.96	-2.81	10.35
36571.50	2000	1.39	-1.16	1.81
36571.75	2000	1.01	-4.34	4.46
36572.00	2000	1.44	-6.40	6.56
36572.25	2000	4.11	-3.91	5.67
36572.50	2000	0.98	-2.00	2.23
36572.75	2000	4.49	0.85	4.57
36573.00	2000	8.79	4.67	9.95
36573.25	2000	8.60	-0.12	8.60
36573.50	2000	7.60	-1.59	7.76
36573.75	2000	11.06	-0.51	11.07
36574.00	2000	9.29	4.11	10.16
36574.25	2000	7.41	3.06	8.02
36574.50	2000	5.10	-2.79	5.81
36574.75	2000	8.25	-3.75	9.06
36575.00	2000	8.67	-3.97	9.54
36575.25	2000	8.07	-3.38	8.75
36575.50	2000	5.28	-5.77	7.82
36575.75	2000	7.69	-8.19	11.23
36576.00	2000	9.73	-6.93	11.95
36576.25	2000	11.06	-6.49	12.82
36576.50	2000	8.84	-1.52	8.97
36576.75	2000	5.52	1.81	5.81
36577.00	2000	5.66	0.43	5.68
36577.25	2000	5.36	2.43	5.89
36577.50	2000	1.75	-1.70	2.44
36577.75	2000	2.62	-4.03	4.81
36578.00	2000	4.71	-6.56	8.08
36578.25	2000	6.60	-4.28	7.87
36578.50	2000	3.07	0.90	3.20
36578.75	2000	6.84	3.29	7.59
36579.00	2000	11.54	3.50	12.06
36579.25	2000	9.80	0.13	9.80
36579.50	2000	4.23	-1.87	4.62
36579.75	2000	0.21	-4.59	4.59
36580.00	2000	-2.04	-9.19	9.41
36580.25	2000	-2.53	-9.94	10.26
36580.50	2000	-7.16	-11.41	13.47
36580.75	2000	-5.23	-11.05	12.23
36581.00	2000	-0.45	-6.22	6.24
36581.25	2000	4.78	-4.59	6.63
36581.50	2000	7.85	-0.58	7.87
36581.75	2000	7.52	1.40	7.65
36582.00	2000	9.71	4.47	10.69
36582.25	2000	9.65	4.83	10.79
36582.50	2000	4.58	4.91	6.71
36582.75	2000	3.98	1.40	4.22
36583.00	2000	6.97	-0.91	7.03
36583.25	2000	10.06	0.91	10.10
36583.50	2000	8.10	1.87	8.31
36583.75	2000	7.14	1.56	7.31
36584.00	2000	8.80	3.25	9.38
36584.25	2000	12.71	4.72	13.56
36584.50	2000	7.87	7.14	10.63
36584.75	2000	8.05	4.30	9.13
36585.00	2000	9.70	0.71	9.73
36585.25	2000	9.93	-3.40	10.50
36585.50	2000	9.71	-4.01	10.51
36585.75	2000	11.61	-4.94	12.62
36586.00	2000	11.18	-3.62	11.75
36586.25	2000	10.13	-2.95	10.55
36586.50	2000	6.69	-2.57	7.17
36586.75	2000	6.85	-5.35	8.69
36587.00	2000	7.85	-8.34	11.45
36587.25	2000	8.23	-8.71	11.98
36587.50	2000	4.71	-7.31	8.70
36587.75	2000	4.89	-8.46	9.77
36588.00	2000	6.65	-5.03	8.34
36588.25	2000	9.14	0.01	9.14
36588.50	2000	6.61	3.07	7.29
36588.75	2000	3.23	2.83	4.29
36589.00	2000	3.26	-5.14	6.09
36589.25	2000	5.12	-8.75	10.14
36589.50	2000	2.85	-11.13	11.49
36589.75	2000	7.55	-10.96	13.31
36590.00	2000	17.26	-0.51	17.27
36590.25	2000	11.50	-1.35	11.58
36590.50	2000	7.05	-10.19	12.39
36590.75	2000	9.59	-11.82	15.22
36591.00	2000	12.17	-7.93	14.53
36591.25	2000	7.49	-8.46	11.30
36591.50	2000	9.08	-8.25	12.27
36591.75	2000	14.92	-7.64	16.76
36592.00	2000	10.74	-5.53	12.08
36592.25	2000	6.86	-4.09	7.99
36592.50	2000	10.77	-6.18	12.42
36592.75	2000	12.07	-0.94	12.11
36593.00	2000	6.94	-4.97	8.54
36593.25	2000	7.98	-11.79	14.24
36593.50	2000	6.00	-8.90	10.73
36593.75	2000	8.19	-4.44	9.32
36594.00	2000	7.07	2.47	7.49
36594.25	2000	2.21	2.67	3.47
36594.50	2000	-0.51	4.41	4.44
36594.75	2000	-0.99	-1.62	1.90
36595.00	2000	1.26	-3.63	3.84
36595.25	2000	3.26	-4.33	5.42
36595.50	2000	1.03	-2.73	2.92
36595.75	2000	0.52	-7.07	7.09
36596.00	2000	3.46	-5.31	6.34
36596.25	2000	1.92	-7.91	8.14
36596.50	2000	5.40	-8.60	10.15
36596.75	2000	12.77	-5.11	13.75
36597.00	2000	10.97	-2.03	11.16
36597.25	2000	4.67	-2.44	5.27
36597.50	2000	-3.72	-2.45	4.45
36597.75	2000	-2.15	-3.79	4.36
36598.00	2000	0.11	-2.21	2.21
36598.25	2000	1.26	-3.86	4.06
36598.50	2000	-3.09	-1.28	3.34
36598.75	2000	-1.59	-2.34	2.83
36599.00	2000	4.08	2.96	5.04
36599.25	2000	7.23	-0.44	7.24
36599.50	2000	6.52	-0.08	6.52
36599.75	2000	6.46	-4.94	8.13
36600.00	2000	7.01	-3.45	7.81
36600.25	2000	7.89	1.01	7.95
36600.50	2000	7.95	4.04	8.92
36600.75	2000	12.66	4.11	13.31
36601.00	2000	16.38	5.08	17.15
36601.25	2000	17.78	8.73	19.81
36601.50	2000	14.92	11.06	18.57
36601.75	2000	13.41	10.85	17.25
36602.00	2000	12.79	10.96	16.84
36602.25	2000	10.25	9.65	14.08
36602.50	2000	7.52	8.65	11.46
36602.75	2000	4.81	6.19	7.84
36603.00	2000	4.14	2.65	4.92
36603.25	2000	5.41	0.11	5.41
36603.50	2000	3.84	0.24	3.85
36603.75	2000	7.53	2.37	7.89
36604.00	2000	9.59	5.21	10.91
36604.25	2000	10.96	8.79	14.05
36604.50	2000	2.19	6.29	6.66
36604.75	2000	1.68	6.31	6.53
36605.00	2000	2.58	5.87	6.41
36605.25	2000	4.15	8.11	9.11
36605.50	2000	1.56	8.12	8.27
36605.75	2000	4.70	7.46	8.82
36606.00	2000	10.37	3.26	10.87
36606.25	2000	14.36	2.26	14.54
36606.50	2000	12.16	2.36	12.39
36606.75	2000	9.83	2.64	10.18
36607.00	2000	9.03	-1.45	9.15
36607.25	2000	4.41	-0.10	4.41
36607.50	2000	-1.62	-0.24	1.64
36607.75	2000	0.92	-1.27	1.57
36608.00	2000	4.42	0.98	4.53
36608.25	2000	7.04	3.27	7.76
36608.50	2000	5.64	4.21	7.04
36608.75	2000	7.94	2.76	8.41
36609.00	2000	10.70	-0.07	10.70
36609.25	2000	8.46	-3.49	9.15
36609.50	2000	4.09	-12.43	13.09
36609.75	2000	14.77	-5.07	15.62
36610.00	2000	9.24	-6.45	11.27
36610.25	2000	7.77	-4.64	9.05
36610.50	2000	6.54	1.25	6.66
36610.75	2000	5.57	2.34	6.04
36611.00	2000	7.14	6.38	9.58
36611.25	2000	10.80	7.10	12.92
36611.50	2000	12.37	4.55	13.18
36611.75	2000	14.12	3.95	14.66
36612.00	2000	13.99	5.40	15.00
36612.25	2000	12.54	9.42	15.68
36612.50	2000	11.07	10.42	15.20
36612.75	2000	6.92	11.23	13.19
36613.00	2000	5.34	8.86	10.34
36613.25	2000	4.94	6.39	8.08
36613.50	2000	2.82	6.37	6.97
36613.75	2000	0.14	0.40	0.42
36614.00	2000	-1.00	-2.94	3.11
36614.25	2000	-0.92	-7.15	7.21
36614.50	2000	-2.83	-6.26	6.87
36614.75	2000	6.44	-2.03	6.75
36615.00	2000	10.37	-3.52	10.95
36615.25	2000	11.69	-2.05	11.87
36615.50	2000	10.85	3.15	11.30
36615.75	2000	9.58	1.80	9.75
36616.00	2000	7.88	-2.74	8.34
36616.25	2000	8.65	-3.67	9.40
36616.50	2000	8.82	-0.79	8.86
36616.75	2000	10.33	-0.91	10.37
36617.00	2000	11.26	-3.32	11.74
36617.25	2000	10.11	-0.48	10.12
36617.50	2000	8.58	-8.63	12.17
36617.75	2000	14.83	-5.58	15.85
36618.00	2000	11.55	0.56	11.56
36618.25	2000	7.82	1.66	7.99
36618.50	2000	7.10	-2.97	7.70
36618.75	2000	7.41	-2.92	7.96
36619.00	2000	8.28	-6.79	10.71
36619.25	2000	8.30	-4.72	9.55
36619.50	2000	9.53	0.91	9.57
36619.75	2000	8.97	2.67	9.36
36620.00	2000	10.56	-2.28	10.80
36620.25	2000	14.60	-2.12	14.75
36620.50	2000	13.51	-1.17	13.56
36620.75	2000	10.05	-2.21	10.29
36621.00	2000	9.94	-3.10	10.41
36621.25	2000	12.20	-3.74	12.76
36621.50	2000	8.52	-4.37	9.58
36621.75	2000	9.51	-6.68	11.62
36622.00	2000	10.83	-9.68	14.53
36622.25	2000	11.51	-8.67	14.41
36622.50	2000	8.73	-6.19	10.70
36622.75	2000	6.07	-6.02	8.55
36623.00	2000	4.72	-7.00	8.44
36623.25	2000	5.41	-7.24	9.04
36623.50	2000	3.31	-4.70	5.75
36623.75	2000	2.68	6.74	7.25
36624.00	2000	3.99	14.10	14.65
36624.25	2000	5.01	15.02	15.83
36624.50	2000	4.52	11.80	12.64
36624.75	2000	5.30	2.45	5.84
36625.00	2000	9.74	-4.89	10.90
36625.25	2000	11.70	-8.27	14.33
36625.50	2000	11.19	-5.05	12.28
36625.75	2000	13.05	-5.76	14.26
36626.00	2000	12.14	-2.74	12.45
36626.25	2000	10.72	-2.98	11.13
36626.50	2000	8.54	-3.63	9.28
36626.75	2000	5.78	-4.38	7.25
36627.00	2000	12.54	-7.80	14.77
36627.25	2000	16.49	-7.17	17.98
36627.50	2000	13.87	-3.61	14.33
36627.75	2000	11.87	-6.29	13.43
36628.00	2000	14.09	-5.63	15.17
36628.25	2000	15.78	-3.91	16.26
36628.50	2000	16.96	0.93	16.99
36628.75	2000	16.95	1.73	17.04
36629.00	2000	17.70	-3.14	17.98
36629.25	2000	18.09	-7.76	19.68
36629.50	2000	14.15	0.03	14.15
36629.75	2000	15.55	-4.82	16.28
36630.00	2000	16.42	-6.64	17.71
36630.25	2000	17.78	-4.81	18.42
36630.50	2000	20.08	-1.28	20.12
36630.75	2000	17.37	2.69	17.58
36631.00	2000	13.85	3.57	14.30
36631.25	2000	12.40	1.60	12.50
36631.50	2000	12.04	-3.27	12.48
36631.75	2000	16.78	2.10	16.91
36632.00	2000	11.43	5.55	12.71
36632.25	2000	10.00	0.21	10.00
36632.50	2000	8.89	-1.82	9.07
36632.75	2000	9.74	-1.91	9.93
36633.00	2000	10.70	-1.29	10.78
36633.25	2000	13.34	0.64	13.36
36633.50	2000	10.92	0.68	10.94
36633.75	2000	9.52	-2.04	9.74
36634.00	2000	9.16	-5.12	10.49
36634.25	2000	9.35	-5.68	10.94
36634.50	2000	7.91	-3.25	8.55
36634.75	2000	8.09	-0.60	8.11
36635.00	2000	7.15	-1.87	7.39
36635.25	2000	6.25	-1.88	6.53
36635.50	2000	2.66	-3.88	4.70
36635.75	2000	4.40	-6.04	7.47
36636.00	2000	5.38	-7.78	9.46
36636.25	2000	5.12	-8.98	10.34
36636.50	2000	6.63	-12.71	14.34
36636.75	2000	10.85	-1.41	10.94
36637.00	2000	10.60	1.10	10.66
36637.25	2000	12.05	0.31	12.05
36637.50	2000	11.04	2.85	11.40
36637.75	2000	3.61	-3.31	4.90
36638.00	2000	-4.67	-9.62	10.69
36638.25	2000	2.34	-0.21	2.35
36638.50	2000	5.85	6.93	9.07
36638.75	2000	8.74	5.19	10.16
36639.00	2000	6.00	1.96	6.31
36639.25	2000	0.63	6.53	6.56
36639.50	2000	1.79	3.85	4.25
36639.75	2000	6.08	2.51	6.58
36640.00	2000	5.35	-3.65	6.48
36640.25	2000	4.40	-8.21	9.31
36640.50	2000	-2.13	-11.28	11.48
36640.75	2000	4.00	-9.81	10.59
36641.00	2000	11.99	-3.78	12.57
36641.25	2000	13.75	-3.07	14.09
36641.50	2000	14.87	-3.19	15.21
36641.75	2000	18.21	-1.55	18.28
36642.00	2000	14.59	-2.77	14.85
36642.25	2000	17.09	-4.16	17.59
36642.50	2000	18.97	-2.26	19.10
36642.75	2000	9.48	-5.62	11.02
36643.00	2000	5.78	-15.17	16.23
36643.25	2000	13.27	-8.18	15.59
36643.50	2000	3.09	-4.87	5.77
36643.75	2000	4.04	-12.46	13.10
36644.00	2000	18.24	-9.04	20.36
36644.25	2000	13.57	-8.78	16.16
36644.50	2000	16.95	-7.18	18.41
36644.75	2000	19.97	-8.70	21.78
36645.00	2000	20.58	-6.12	21.47
36645.25	2000	18.62	0.02	18.62
36645.50	2000	14.66	5.03	15.50
36645.75	2000	14.08	3.12	14.42
36646.00	2000	9.76	0.42	9.77
36646.25	2000	6.44	-4.93	8.11
36646.50	2000	6.62	-0.90	6.68
36646.75	2000	2.75	-0.31	2.77
36647.00	2000	1.45	-0.21	1.47
36647.25	2000	0.22	0.89	0.92
36647.50	2000	-0.82	2.18	2.33
36647.75	2000	2.52	0.05	2.52
36648.00	2000	5.39	-1.62	5.63
36648.25	2000	6.66	2.30	7.05
36648.50	2000	5.34	3.20	6.23
36648.75	2000	5.02	3.92	6.37
36649.00	2000	7.19	-0.16	7.19
36649.25	2000	9.00	-1.34	9.10
36649.50	2000	9.55	-3.96	10.34
36649.75	2000	13.09	-5.19	14.08
36650.00	2000	13.16	-4.47	13.90
36650.25	2000	12.43	-0.17	12.43
36650.50	2000	10.40	-0.08	10.40
36650.75	2000	8.82	1.54	8.95
36651.00	2000	3.86	3.50	5.21
36651.25	2000	7.52	5.95	9.59
36651.50	2000	9.69	3.58	10.33
36651.75	2000	9.43	2.36	9.72
36652.00	2000	10.85	4.36	11.69
36652.25	2000	12.31	3.83	12.89
36652.50	2000	12.83	3.87	13.40
36652.75	2000	11.80	4.01	12.46
36653.00	2000	11.39	-2.41	11.64
36653.25	2000	14.46	-1.36	14.52
36653.50	2000	12.77	-4.30	13.47
36653.75	2000	12.97	-6.30	14.42
36654.00	2000	20.16	-3.87	20.53
36654.25	2000	12.06	6.13	13.53
36654.50	2000	4.40	13.83	14.51
36654.75	2000	7.37	10.05	12.46
36655.00	2000	10.55	4.48	11.46
36655.25	2000	10.92	-1.65	11.04
36655.50	2000	11.30	0.32	11.30
36655.75	2000	9.57	-3.06	10.05
36656.00	2000	7.88	-5.64	9.69
36656.25	2000	9.39	-8.51	12.67
36656.50	2000	10.02	-7.05	12.25
36656.75	2000	13.00	-3.71	13.52
36657.00	2000	8.61	0.76	8.64
36657.25	2000	6.22	0.01	6.22
36657.50	2000	5.49	-4.36	7.01
36657.75	2000	8.16	0.79	8.20
36658.00	2000	7.84	1.05	7.91
36658.25	2000	7.74	-5.16	9.30
36658.50	2000	8.64	-2.32	8.95
36658.75	2000	5.98	4.68	7.59
36659.00	2000	4.17	1.87	4.57
36659.25	2000	7.76	-1.68	7.94
36659.50	2000	7.17	-5.01	8.75
36659.75	2000	8.32	-6.05	10.29
36660.00	2000	8.26	-8.33	11.73
36660.25	2000	7.30	-10.57	12.85
36660.50	2000	7.56	-10.31	12.78
36660.75	2000	9.18	-9.43	13.16
36661.00	2000	8.99	-10.78	14.04
36661.25	2000	8.72	-7.86	11.74
36661.50	2000	8.65	-7.08	11.18
36661.75	2000	9.74	-5.43	11.15
36662.00	2000	13.82	-0.19	13.82
36662.25	2000	11.64	-0.30	11.64
36662.50	2000	9.90	-2.65	10.25
36662.75	2000	11.35	-1.46	11.44
36663.00	2000	9.22	-4.52	10.27
36663.25	2000	7.69	-5.19	9.28
36663.50	2000	2.58	-7.22	7.67
36663.75	2000	4.53	-10.75	11.67
36664.00	2000	4.03	-11.70	12.37
36664.25	2000	3.46	-9.54	10.15
36664.50	2000	3.79	-11.84	12.43
36664.75	2000	7.19	-6.78	9.88
36665.00	2000	4.55	-6.85	8.22
36665.25	2000	2.80	-11.24	11.58
36665.50	2000	12.72	-8.36	15.22
36665.75	2000	14.77	-6.61	16.18
36666.00	2000	5.77	-12.97	14.20
36666.25	2000	5.30	-15.52	16.40
36666.50	2000	6.14	-10.67	12.31
36666.75	2000	7.24	-8.42	11.10
36667.00	2000	12.35	-4.21	13.05
36667.25	2000	14.58	-5.75	15.67
36667.50	2000	16.04	-2.57	16.24
36667.75	2000	16.78	-3.23	17.09
36668.00	2000	17.87	-0.62	17.88
36668.25	2000	18.74	1.33	18.79
36668.50	2000	19.07	3.14	19.33
36668.75	2000	18.55	1.42	18.60
36669.00	2000	20.50	-0.65	20.51
36669.25	2000	18.37	-1.39	18.42
36669.50	2000	14.07	-0.21	14.07
36669.75	2000	12.24	-1.38	12.32
36670.00	2000	11.97	-1.34	12.04
36670.25	2000	7.00	0.04	7.00
36670.50	2000	-0.19	0.41	0.45
36670.75	2000	-1.21	-5.96	6.08
36671.00	2000	-2.78	-10.03	10.41
36671.25	2000	1.98	-9.38	9.59
36671.50	2000	-0.29	-8.41	8.41
36671.75	2000	5.05	-6.01	7.85
36672.00	2000	9.44	-1.05	9.50
36672.25	2000	9.09	-1.13	9.16
36672.50	2000	7.62	-0.61	7.64
36672.75	2000	7.53	-2.00	7.79
36673.00	2000	5.81	-1.24	5.94
36673.25	2000	3.37	0.14	3.37
36673.50	2000	-2.43	-4.41	5.04
36673.75	2000	-0.67	-4.61	4.66
36674.00	2000	-1.12	-5.88	5.99
36674.25	2000	2.63	-3.48	4.36
36674.50	2000	0.99	0.30	1.03
36674.75	2000	1.15	1.59	1.96
36675.00	2000	-0.88	-2.72	2.86
36675.25	2000	-3.97	-4.25	5.82
36675.50	2000	-5.50	-2.89	6.21
36675.75	2000	-4.93	-4.64	6.77
36676.00	2000	-0.44	-6.67	6.68
36676.25	2000	1.38	-8.55	8.66
36676.50	2000	1.40	-7.45	7.58
36676.75	2000	3.50	-6.52	7.40
36677.00	2000	8.25	-7.59	11.21
36677.25	2000	6.53	-7.58	10.00
36677.50	2000	5.01	-9.34	10.60
36677.75	2000	6.63	-6.43	9.24
36678.00	2000	7.06	-7.17	10.06
36678.25	2000	5.30	-7.70	9.35
36678.50	2000	-1.15	-13.41	13.46
36678.75	2000	0.76	-14.15	14.17
36679.00	2000	-2.53	-16.83	17.02
36679.25	2000	0.51	-19.55	19.56
36679.50	2000	7.75	-16.88	18.57
36679.75	2000	12.76	-10.60	16.59
36680.00	2000	12.14	-9.72	15.55
36680.25	2000	10.57	-9.79	14.41
36680.50	2000	4.65	-8.06	9.31
36680.75	2000	6.59	-13.46	14.99
36681.00	2000	4.34	-11.44	12.24
36681.25	2000	1.44	-11.14	11.23
36681.50	2000	1.01	-13.41	13.45
36681.75	2000	5.98	-15.10	16.24
36682.00	2000	13.29	-8.41	15.73
36682.25	2000	13.58	-4.49	14.30
36682.50	2000	9.84	-6.74	11.93
36682.75	2000	15.74	-3.36	16.09
36683.00	2000	17.59	-1.37	17.64
36683.25	2000	11.63	-0.84	11.66
36683.50	2000	9.92	-9.32	13.61
36683.75	2000	6.40	-14.83	16.15
36684.00	2000	11.17	-20.50	23.35
36684.25	2000	20.14	1.52	20.20
36684.50	2000	7.44	2.20	7.76
36684.75	2000	9.72	-4.18	10.58
36685.00	2000	14.17	-4.81	14.96
36685.25	2000	12.70	-7.13	14.56
36685.50	2000	9.94	-7.27	12.31
36685.75	2000	10.79	-7.43	13.10
36686.00	2000	6.21	-4.84	7.87
36686.25	2000	5.47	-1.65	5.71
36686.50	2000	9.66	-7.57	12.27
36686.75	2000	12.47	-8.37	15.02
36687.00	2000	16.34	-1.87	16.45
36687.25	2000	12.56	-3.00	12.91
36687.50	2000	13.09	-9.13	15.96
36687.75	2000	13.33	-7.65	15.37
36688.00	2000	10.79	-4.15	11.56
36688.25	2000	9.02	-4.23	9.96
36688.50	2000	6.82	3.42	7.63
36688.75	2000	5.76	7.31	9.31
36689.00	2000	5.67	3.33	6.58
36689.25	2000	10.11	-3.16	10.59
36689.50	2000	4.70	-2.64	5.39
36689.75	2000	4.60	-3.15	5.58
36690.00	2000	5.64	-5.53	7.90
36690.25	2000	7.69	-2.63	8.13
36690.50	2000	5.57	-3.01	6.33
36690.75	2000	9.57	-5.81	11.20
36691.00	2000	12.80	-4.87	13.70
36691.25	2000	12.90	2.66	13.17
36691.50	2000	12.65	1.47	12.74
36691.75	2000	13.03	1.91	13.17
36692.00	2000	12.49	5.04	13.47
36692.25	2000	16.21	1.65	16.29
36692.50	2000	19.07	1.27	19.11
36692.75	2000	19.92	4.22	20.36
36693.00	2000	15.91	5.71	16.90
36693.25	2000	15.28	4.69	15.98
36693.50	2000	12.01	7.36	14.09
36693.75	2000	10.50	7.22	12.74
36694.00	2000	9.30	5.58	10.85
36694.25	2000	8.88	2.78	9.30
36694.50	2000	5.17	-0.46	5.19
36694.75	2000	7.21	-0.03	7.21
36695.00	2000	7.92	-3.75	8.76
36695.25	2000	8.10	-4.12	9.09
36695.50	2000	5.24	-8.47	9.96
36695.75	2000	7.68	-9.39	12.13
36696.00	2000	7.69	-9.30	12.07
36696.25	2000	6.80	-7.22	9.92
36696.50	2000	5.91	-5.41	8.01
36696.75	2000	5.74	-4.18	7.10
36697.00	2000	4.83	-7.11	8.60
36697.25	2000	5.13	-3.27	6.08
36697.50	2000	3.14	-5.09	5.98
36697.75	2000	5.71	-3.97	6.95
36698.00	2000	5.72	-5.98	8.28
36698.25	2000	5.97	-3.10	6.73
36698.50	2000	3.30	-1.94	3.83
36698.75	2000	3.96	1.02	4.09
36699.00	2000	3.62	2.30	4.29
36699.25	2000	2.83	3.37	4.40
36699.50	2000	-2.30	6.59	6.98
36699.75	2000	0.01	4.08	4.08
36700.00	2000	3.10	4.07	5.12
36700.25	2000	3.97	4.35	5.89
36700.50	2000	1.56	3.09	3.46
36700.75	2000	-2.37	2.72	3.61
36701.00	2000	-6.05	1.84	6.32
36701.25	2000	-7.97	0.56	7.99
36701.50	2000	-6.82	-2.18	7.16
36701.75	2000	-4.81	-1.62	5.08
36702.00	2000	-1.60	-3.34	3.70
36702.25	2000	0.26	-0.01	0.26
36702.50	2000	0.06	1.76	1.76
36702.75	2000	-0.65	3.91	3.96
36703.00	2000	-0.27	5.38	5.39
36703.25	2000	-1.85	5.09	5.42
36703.50	2000	-4.14	2.81	5.00
36703.75	2000	-2.93	2.69	3.98
36704.00	2000	-2.70	-1.28	2.99
36704.25	2000	-3.63	0.25	3.64
36704.50	2000	-6.23	-1.59	6.43
36704.75	2000	-7.01	-2.54	7.46
36705.00	2000	-11.29	-4.95	12.33
36705.25	2000	-13.33	-2.83	13.63
36705.50	2000	-14.16	-2.86	14.45
36705.75	2000	-12.51	-4.96	13.46
36706.00	2000	-10.93	-7.86	13.46
36706.25	2000	-10.35	-6.19	12.06
36706.50	2000	-10.41	-4.78	11.45
36706.75	2000	-11.18	-5.55	12.48
36707.00	2000	-9.50	-7.01	11.81
36707.25	2000	-8.66	-8.54	12.16
36707.50	2000	-7.47	-8.44	11.27
