Fecha	anio	u	v	vel
32860.50	1989	10.07	-0.86	10.11
32860.75	1989	4.82	-3.20	5.79
32861.00	1989	6.37	-10.80	12.54
32861.25	1989	16.18	-4.40	16.77
32861.50	1989	11.90	-5.02	12.92
32861.75	1989	12.97	-3.73	13.50
32862.00	1989	13.78	-3.85	14.31
32862.25	1989	10.33	-5.92	11.91
32862.50	1989	7.38	-5.82	9.40
32862.75	1989	8.12	-5.53	9.82
32863.00	1989	9.86	-5.69	11.38
32863.25	1989	9.71	-5.45	11.13
32863.50	1989	5.66	-3.58	6.70
32863.75	1989	3.54	-5.94	6.91
32864.00	1989	4.30	-7.91	9.00
32864.25	1989	7.48	-7.90	10.88
32864.50	1989	7.28	-3.30	7.99
32864.75	1989	2.91	-12.37	12.71
32865.00	1989	15.39	-9.54	18.11
32865.25	1989	4.52	-8.59	9.71
32865.50	1989	5.39	-8.30	9.90
32865.75	1989	8.53	-5.25	10.02
32866.00	1989	7.10	-5.56	9.02
32866.25	1989	4.81	-8.43	9.71
32866.50	1989	7.13	-7.51	10.36
32866.75	1989	7.33	-2.50	7.74
32867.00	1989	2.29	-1.25	2.61
32867.25	1989	4.13	0.83	4.21
32867.50	1989	8.07	-0.05	8.07
32867.75	1989	7.17	-3.97	8.20
32868.00	1989	6.23	-8.01	10.15
32868.25	1989	9.35	-7.68	12.10
32868.50	1989	8.47	-6.05	10.41
32868.75	1989	6.64	-2.78	7.20
32869.00	1989	7.84	0.43	7.85
32869.25	1989	6.55	0.01	6.55
32869.50	1989	1.16	-2.57	2.82
32869.75	1989	5.51	-0.99	5.60
32870.00	1989	9.45	1.99	9.66
32870.25	1989	10.89	1.60	11.01
32870.50	1989	9.74	-0.27	9.74
32870.75	1989	6.71	-0.08	6.71
32871.00	1989	5.38	-3.62	6.48
32871.25	1989	0.66	-3.21	3.28
32871.50	1989	-5.13	-7.47	9.06
32871.75	1989	-3.93	-6.19	7.33
32872.00	1989	-0.87	0.58	1.05
32872.25	1989	5.48	7.42	9.22
32872.50	1989	9.52	5.77	11.13
32872.75	1989	8.40	5.53	10.06
32873.00	1989	9.37	3.18	9.89
32873.25	1989	9.02	2.82	9.45
32873.50	1989	8.77	1.67	8.93
32873.75	1989	5.72	2.04	6.07
32874.00	1990	6.17	0.71	6.21
32874.25	1990	3.92	-2.17	4.48
32874.50	1990	3.23	-6.70	7.44
32874.75	1990	5.65	-7.70	9.55
32875.00	1990	8.83	-6.31	10.85
32875.25	1990	10.35	-2.69	10.69
32875.50	1990	8.15	-3.36	8.82
32875.75	1990	10.17	-3.86	10.88
32876.00	1990	14.38	-2.88	14.67
32876.25	1990	15.61	-2.26	15.77
32876.50	1990	15.51	0.69	15.53
32876.75	1990	12.56	3.56	13.05
32877.00	1990	12.70	2.44	12.93
32877.25	1990	12.13	1.97	12.29
32877.50	1990	5.93	0.34	5.94
32877.75	1990	2.06	-0.14	2.06
32878.00	1990	3.35	-0.64	3.41
32878.25	1990	4.15	-2.76	4.98
32878.50	1990	5.32	-5.99	8.01
32878.75	1990	9.35	-4.31	10.30
32879.00	1990	12.28	-0.26	12.28
32879.25	1990	12.16	-1.51	12.25
32879.50	1990	12.80	-0.52	12.81
32879.75	1990	11.78	5.12	12.84
32880.00	1990	8.11	5.01	9.53
32880.25	1990	7.92	2.50	8.31
32880.50	1990	6.70	1.43	6.85
32880.75	1990	4.78	1.79	5.10
32881.00	1990	5.87	1.58	6.08
32881.25	1990	5.63	0.63	5.67
32881.50	1990	2.54	-3.61	4.41
32881.75	1990	3.46	-3.73	5.09
32882.00	1990	3.24	-5.35	6.25
32882.25	1990	9.15	-3.46	9.78
32882.50	1990	12.46	-4.00	13.09
32882.75	1990	12.02	-0.33	12.02
32883.00	1990	12.16	-3.47	12.65
32883.25	1990	12.66	-5.26	13.71
32883.50	1990	16.76	-0.95	16.79
32883.75	1990	16.56	0.49	16.57
32884.00	1990	12.67	-5.30	13.73
32884.25	1990	11.93	-2.80	12.25
32884.50	1990	14.57	3.23	14.92
32884.75	1990	15.59	4.59	16.25
32885.00	1990	13.63	4.19	14.26
32885.25	1990	11.64	1.33	11.72
32885.50	1990	5.92	-3.48	6.87
32885.75	1990	4.28	-6.68	7.93
32886.00	1990	10.28	-3.12	10.74
32886.25	1990	9.18	0.13	9.18
32886.50	1990	5.26	-4.43	6.88
32886.75	1990	0.17	-6.67	6.67
32887.00	1990	6.28	-6.46	9.01
32887.25	1990	11.64	-0.55	11.65
32887.50	1990	2.30	-3.84	4.48
32887.75	1990	-0.83	-5.12	5.19
32888.00	1990	5.67	-3.08	6.45
32888.25	1990	12.67	1.84	12.80
32888.50	1990	11.56	0.54	11.57
32888.75	1990	8.54	-0.63	8.56
32889.00	1990	10.46	-2.28	10.71
32889.25	1990	10.89	-0.57	10.90
32889.50	1990	11.03	-0.81	11.06
32889.75	1990	10.40	0.47	10.41
32890.00	1990	11.78	0.97	11.82
32890.25	1990	10.74	1.54	10.85
32890.50	1990	11.57	0.67	11.59
32890.75	1990	10.65	0.11	10.65
32891.00	1990	10.43	-1.48	10.53
32891.25	1990	7.52	-4.20	8.61
32891.50	1990	3.71	-5.04	6.26
32891.75	1990	1.81	-6.12	6.38
32892.00	1990	6.81	-0.34	6.82
32892.25	1990	8.29	2.75	8.73
32892.50	1990	10.42	-0.58	10.44
32892.75	1990	7.68	2.34	8.03
32893.00	1990	7.32	3.10	7.95
32893.25	1990	9.25	2.24	9.52
32893.50	1990	7.96	-0.93	8.01
32893.75	1990	6.36	-0.04	6.36
32894.00	1990	6.41	3.56	7.33
32894.25	1990	8.08	5.21	9.61
32894.50	1990	7.44	-1.14	7.53
32894.75	1990	10.17	-4.26	11.03
32895.00	1990	15.33	1.02	15.36
32895.25	1990	15.21	1.52	15.29
32895.50	1990	11.57	0.12	11.57
32895.75	1990	9.69	1.69	9.84
32896.00	1990	8.94	1.46	9.06
32896.25	1990	11.47	1.57	11.58
32896.50	1990	9.95	-0.03	9.95
32896.75	1990	8.89	-0.86	8.93
32897.00	1990	12.05	-0.24	12.05
32897.25	1990	10.92	-2.09	11.12
32897.50	1990	7.37	-1.03	7.44
32897.75	1990	4.42	-0.84	4.50
32898.00	1990	2.20	-1.48	2.65
32898.25	1990	-3.87	-7.71	8.63
32898.50	1990	-0.82	-7.25	7.30
32898.75	1990	6.35	-6.21	8.88
32899.00	1990	11.02	-6.39	12.74
32899.25	1990	11.46	-5.51	12.72
32899.50	1990	6.30	-4.30	7.63
32899.75	1990	7.37	-3.81	8.30
32900.00	1990	9.99	-4.25	10.86
32900.25	1990	11.09	-2.94	11.47
32900.50	1990	9.98	-2.51	10.29
32900.75	1990	8.46	-0.31	8.47
32901.00	1990	9.69	2.43	9.99
32901.25	1990	6.87	3.92	7.91
32901.50	1990	4.35	3.12	5.35
32901.75	1990	2.12	2.33	3.15
32902.00	1990	3.03	4.17	5.15
32902.25	1990	3.96	3.77	5.47
32902.50	1990	2.10	3.13	3.77
32902.75	1990	2.51	1.28	2.82
32903.00	1990	8.37	2.49	8.73
32903.25	1990	11.25	2.49	11.52
32903.50	1990	11.96	0.45	11.97
32903.75	1990	7.85	2.28	8.17
32904.00	1990	11.60	-4.61	12.48
32904.25	1990	12.99	-4.70	13.81
32904.50	1990	11.96	-3.96	12.60
32904.75	1990	8.36	-4.79	9.64
32905.00	1990	8.37	-7.67	11.35
32905.25	1990	9.83	-5.54	11.28
32905.50	1990	11.12	-4.52	12.00
32905.75	1990	9.31	2.73	9.70
32906.00	1990	10.49	2.34	10.75
32906.25	1990	10.65	-1.51	10.76
32906.50	1990	10.90	-5.09	12.03
32906.75	1990	12.94	0.77	12.96
32907.00	1990	11.14	2.96	11.53
32907.25	1990	8.70	0.08	8.70
32907.50	1990	6.45	-1.90	6.72
32907.75	1990	4.79	-3.82	6.13
32908.00	1990	7.41	-3.39	8.15
32908.25	1990	6.10	-1.81	6.36
32908.50	1990	1.43	-5.08	5.28
32908.75	1990	3.04	-4.13	5.13
32909.00	1990	3.47	-2.35	4.19
32909.25	1990	2.61	1.19	2.87
32909.50	1990	6.21	1.15	6.32
32909.75	1990	7.32	5.86	9.38
32910.00	1990	5.32	6.55	8.44
32910.25	1990	6.00	-1.32	6.14
32910.50	1990	6.63	-8.96	11.15
32910.75	1990	11.94	-6.32	13.51
32911.00	1990	12.97	-0.92	13.00
32911.25	1990	9.89	5.03	11.10
32911.50	1990	9.78	5.54	11.24
32911.75	1990	7.33	4.69	8.70
32912.00	1990	4.63	2.30	5.17
32912.25	1990	7.41	-1.32	7.53
32912.50	1990	6.50	-1.03	6.58
32912.75	1990	3.93	-2.30	4.55
32913.00	1990	3.32	-4.47	5.57
32913.25	1990	5.05	-1.71	5.33
32913.50	1990	7.32	5.41	9.10
32913.75	1990	4.57	6.68	8.09
32914.00	1990	4.11	3.34	5.30
32914.25	1990	4.73	-1.40	4.93
32914.50	1990	3.66	-2.27	4.31
32914.75	1990	4.09	-4.36	5.98
32915.00	1990	4.28	-8.09	9.15
32915.25	1990	6.04	-7.25	9.44
32915.50	1990	3.80	-6.72	7.72
32915.75	1990	2.97	-6.24	6.91
32916.00	1990	3.22	-4.97	5.92
32916.25	1990	2.58	-1.80	3.15
32916.50	1990	1.61	-4.13	4.43
32916.75	1990	2.17	-2.78	3.53
32917.00	1990	6.97	2.12	7.29
32917.25	1990	6.35	5.75	8.57
32917.50	1990	4.30	4.12	5.96
32917.75	1990	0.62	2.61	2.68
32918.00	1990	-2.68	-2.68	3.79
32918.25	1990	-1.42	-7.38	7.52
32918.50	1990	4.53	-5.43	7.07
32918.75	1990	5.85	1.04	5.94
32919.00	1990	5.34	3.55	6.41
32919.25	1990	5.73	3.30	6.61
32919.50	1990	6.29	-0.29	6.30
32919.75	1990	8.50	-0.84	8.54
32920.00	1990	14.43	-0.98	14.46
32920.25	1990	14.62	0.05	14.62
32920.50	1990	14.64	0.14	14.64
32920.75	1990	15.95	0.71	15.97
32921.00	1990	14.93	3.38	15.31
32921.25	1990	9.96	5.88	11.57
32921.50	1990	2.07	5.60	5.97
32921.75	1990	1.22	-1.18	1.70
32922.00	1990	5.39	-3.12	6.23
32922.25	1990	5.34	-2.56	5.92
32922.50	1990	1.57	-4.93	5.17
32922.75	1990	2.76	-2.70	3.86
32923.00	1990	4.64	2.77	5.40
32923.25	1990	3.21	3.74	4.93
32923.50	1990	5.92	0.19	5.92
32923.75	1990	5.08	-2.13	5.51
32924.00	1990	2.22	-3.90	4.49
32924.25	1990	2.90	-6.05	6.71
32924.50	1990	-3.01	-3.69	4.76
32924.75	1990	-2.04	-5.77	6.12
32925.00	1990	2.74	-5.53	6.17
32925.25	1990	9.72	-0.83	9.76
32925.50	1990	6.87	-2.82	7.43
32925.75	1990	6.48	-1.10	6.57
32926.00	1990	3.77	-2.68	4.63
32926.25	1990	5.67	-4.96	7.53
32926.50	1990	10.22	-3.82	10.91
32926.75	1990	11.66	-2.46	11.92
32927.00	1990	12.81	-4.47	13.57
32927.25	1990	13.46	-5.61	14.58
32927.50	1990	14.13	0.56	14.14
32927.75	1990	9.93	-1.22	10.00
32928.00	1990	11.96	-1.36	12.04
32928.25	1990	9.33	0.25	9.33
32928.50	1990	3.87	-2.18	4.44
32928.75	1990	3.05	-5.19	6.02
32929.00	1990	3.96	-6.17	7.33
32929.25	1990	6.59	-4.42	7.94
32929.50	1990	4.49	-2.22	5.01
32929.75	1990	3.42	-4.89	5.97
32930.00	1990	6.53	-3.61	7.46
32930.25	1990	5.00	-2.54	5.61
32930.50	1990	-0.48	-8.54	8.55
32930.75	1990	3.71	-9.13	9.85
32931.00	1990	0.94	-8.18	8.23
32931.25	1990	2.02	-8.76	8.99
32931.50	1990	7.72	-5.21	9.31
32931.75	1990	8.36	-1.06	8.43
32932.00	1990	8.39	3.07	8.93
32932.25	1990	7.70	2.93	8.24
32932.50	1990	9.92	-4.47	10.88
32932.75	1990	9.38	-5.47	10.86
32933.00	1990	11.30	-6.18	12.88
32933.25	1990	13.73	0.41	13.74
32933.50	1990	10.75	9.38	14.27
32933.75	1990	7.24	3.51	8.05
32934.00	1990	11.26	-1.85	11.41
32934.25	1990	13.34	0.97	13.38
32934.50	1990	11.85	2.64	12.14
32934.75	1990	12.60	2.05	12.77
32935.00	1990	12.32	1.22	12.38
32935.25	1990	12.59	1.80	12.72
32935.50	1990	10.20	2.63	10.53
32935.75	1990	7.51	0.72	7.54
32936.00	1990	7.54	-2.47	7.93
32936.25	1990	11.46	-1.40	11.55
32936.50	1990	7.00	4.91	8.55
32936.75	1990	3.37	1.04	3.53
32937.00	1990	3.93	-1.96	4.39
32937.25	1990	3.97	-5.27	6.60
32937.50	1990	4.83	-6.47	8.07
32937.75	1990	5.75	-7.70	9.61
32938.00	1990	6.78	-11.41	13.27
32938.25	1990	11.73	-1.85	11.87
32938.50	1990	6.19	4.36	7.57
32938.75	1990	4.56	-2.74	5.32
32939.00	1990	11.51	-7.66	13.83
32939.25	1990	14.57	-5.36	15.52
32939.50	1990	12.22	-3.14	12.62
32939.75	1990	8.60	-1.70	8.77
32940.00	1990	10.54	-5.49	11.88
32940.25	1990	10.91	-3.02	11.32
32940.50	1990	8.21	-2.63	8.62
32940.75	1990	7.37	-3.08	7.99
32941.00	1990	9.80	-2.43	10.10
32941.25	1990	6.76	0.25	6.76
32941.50	1990	1.81	0.04	1.81
32941.75	1990	1.20	-2.20	2.51
32942.00	1990	3.30	-4.22	5.36
32942.25	1990	6.17	-6.83	9.20
32942.50	1990	7.85	-5.00	9.31
32942.75	1990	6.82	-3.82	7.82
32943.00	1990	7.04	-3.83	8.01
32943.25	1990	7.17	-1.56	7.34
32943.50	1990	7.07	1.75	7.28
32943.75	1990	7.26	2.50	7.68
32944.00	1990	7.55	2.70	8.02
32944.25	1990	7.53	1.86	7.76
32944.50	1990	4.31	-2.57	5.02
32944.75	1990	-1.93	-8.52	8.74
32945.00	1990	1.03	-10.09	10.14
32945.25	1990	5.31	-3.90	6.59
32945.50	1990	9.72	8.12	12.67
32945.75	1990	12.40	10.72	16.39
32946.00	1990	10.64	12.12	16.13
32946.25	1990	7.03	13.47	15.19
32946.50	1990	1.78	9.23	9.40
32946.75	1990	-0.21	6.40	6.40
32947.00	1990	-0.23	3.01	3.02
32947.25	1990	1.56	0.99	1.85
32947.50	1990	-1.93	-2.37	3.06
32947.75	1990	-2.76	-5.99	6.60
32948.00	1990	-0.33	-7.54	7.55
32948.25	1990	1.41	-8.60	8.71
32948.50	1990	4.35	-8.29	9.36
32948.75	1990	6.16	-6.41	8.89
32949.00	1990	6.46	-5.21	8.30
32949.25	1990	4.78	-4.21	6.37
32949.50	1990	-0.01	-0.04	0.04
32949.75	1990	-2.83	-4.47	5.29
32950.00	1990	0.26	-5.54	5.55
32950.25	1990	6.10	-4.30	7.46
32950.50	1990	2.98	-0.75	3.07
32950.75	1990	3.82	-7.14	8.10
32951.00	1990	10.57	-2.81	10.94
32951.25	1990	11.46	1.56	11.57
32951.50	1990	9.49	-1.50	9.61
32951.75	1990	7.05	-2.74	7.56
32952.00	1990	10.67	-5.93	12.21
32952.25	1990	14.95	-3.07	15.26
32952.50	1990	14.61	1.81	14.72
32952.75	1990	12.51	2.32	12.72
32953.00	1990	9.88	-4.82	10.99
32953.25	1990	11.91	-9.34	15.14
32953.50	1990	11.19	-7.61	13.53
32953.75	1990	13.59	-4.24	14.24
32954.00	1990	17.99	-1.19	18.03
32954.25	1990	18.14	-0.16	18.14
32954.50	1990	15.36	-7.20	16.96
32954.75	1990	16.87	-9.25	19.24
32955.00	1990	16.71	-6.70	18.00
32955.25	1990	18.41	-2.58	18.59
32955.50	1990	18.29	-1.53	18.35
32955.75	1990	9.67	-2.00	9.87
32956.00	1990	3.84	-11.03	11.68
32956.25	1990	11.09	-11.28	15.82
32956.50	1990	20.84	-5.50	21.55
32956.75	1990	21.57	-0.88	21.59
32957.00	1990	16.94	1.53	17.01
32957.25	1990	11.64	2.92	12.00
32957.50	1990	8.92	8.47	12.30
32957.75	1990	6.23	7.82	10.00
32958.00	1990	6.01	1.56	6.21
32958.25	1990	9.55	-5.65	11.10
32958.50	1990	11.57	-5.65	12.88
32958.75	1990	11.90	-6.89	13.75
32959.00	1990	9.78	-10.44	14.31
32959.25	1990	11.92	-4.03	12.58
32959.50	1990	7.65	0.90	7.70
32959.75	1990	1.99	0.47	2.04
32960.00	1990	-5.31	-0.55	5.34
32960.25	1990	-6.68	3.89	7.73
32960.50	1990	-5.38	4.15	6.79
32960.75	1990	-0.82	6.54	6.59
32961.00	1990	8.56	10.16	13.29
32961.25	1990	12.95	9.36	15.98
32961.50	1990	17.24	4.52	17.82
32961.75	1990	13.90	-0.36	13.90
32962.00	1990	9.58	-4.01	10.39
32962.25	1990	8.77	-2.67	9.17
32962.50	1990	9.72	-1.19	9.79
32962.75	1990	7.22	-0.78	7.26
32963.00	1990	4.31	-1.80	4.67
32963.25	1990	-2.07	-1.69	2.67
32963.50	1990	-6.81	-5.83	8.96
32963.75	1990	-3.13	-3.23	4.50
32964.00	1990	1.29	0.70	1.47
32964.25	1990	4.20	5.18	6.67
32964.50	1990	6.67	4.01	7.78
32964.75	1990	5.42	2.94	6.17
32965.00	1990	5.65	1.84	5.94
32965.25	1990	1.89	-0.37	1.93
32965.50	1990	-2.67	-5.98	6.55
32965.75	1990	-4.13	-10.49	11.27
32966.00	1990	0.12	-10.06	10.06
32966.25	1990	5.87	-2.27	6.29
32966.50	1990	10.47	8.26	13.34
32966.75	1990	10.07	8.64	13.27
32967.00	1990	7.73	5.42	9.44
32967.25	1990	2.96	-0.51	3.00
32967.50	1990	-0.05	-2.95	2.95
32967.75	1990	-3.12	-3.47	4.67
32968.00	1990	2.06	-1.94	2.83
32968.25	1990	4.58	1.23	4.74
32968.50	1990	5.20	2.42	5.74
32968.75	1990	6.46	2.98	7.11
32969.00	1990	7.62	1.05	7.69
32969.25	1990	9.58	0.96	9.63
32969.50	1990	10.44	2.71	10.79
32969.75	1990	9.41	0.52	9.42
32970.00	1990	3.21	-8.61	9.19
32970.25	1990	4.16	-11.05	11.81
32970.50	1990	10.13	-6.72	12.16
32970.75	1990	9.73	-3.35	10.29
32971.00	1990	9.88	-4.02	10.67
32971.25	1990	10.39	-7.07	12.57
32971.50	1990	9.38	-6.67	11.51
32971.75	1990	9.47	-3.76	10.19
32972.00	1990	8.77	0.56	8.79
32972.25	1990	11.89	0.48	11.90
32972.50	1990	11.98	2.88	12.32
32972.75	1990	12.29	9.23	15.37
32973.00	1990	13.69	7.85	15.78
32973.25	1990	11.11	1.46	11.21
32973.50	1990	10.74	-1.18	10.80
32973.75	1990	15.58	-0.47	15.59
32974.00	1990	17.82	2.86	18.05
32974.25	1990	13.00	8.48	15.52
32974.50	1990	8.03	12.31	14.70
32974.75	1990	6.62	10.12	12.09
32975.00	1990	3.25	8.32	8.93
32975.25	1990	3.03	7.02	7.65
32975.50	1990	3.68	7.15	8.04
32975.75	1990	3.88	4.62	6.03
32976.00	1990	5.13	4.07	6.55
32976.25	1990	5.89	4.47	7.39
32976.50	1990	2.62	1.96	3.27
32976.75	1990	4.15	-0.04	4.15
32977.00	1990	7.04	-2.12	7.35
32977.25	1990	7.85	-1.75	8.04
32977.50	1990	4.42	-4.35	6.20
32977.75	1990	4.34	-2.11	4.83
32978.00	1990	5.68	2.86	6.36
32978.25	1990	6.10	7.20	9.44
32978.50	1990	7.28	10.35	12.65
32978.75	1990	8.14	9.65	12.62
32979.00	1990	8.10	6.53	10.40
32979.25	1990	12.38	2.50	12.63
32979.50	1990	12.87	7.00	14.65
32979.75	1990	10.59	10.46	14.88
32980.00	1990	8.19	8.27	11.64
32980.25	1990	7.62	5.85	9.61
32980.50	1990	13.48	6.55	14.99
32980.75	1990	16.34	7.77	18.09
32981.00	1990	15.77	8.01	17.69
32981.25	1990	13.09	6.75	14.73
32981.50	1990	10.47	6.31	12.22
32981.75	1990	13.54	2.24	13.72
32982.00	1990	15.85	2.42	16.03
32982.25	1990	13.63	1.70	13.74
32982.50	1990	12.02	1.85	12.16
32982.75	1990	12.97	1.27	13.03
32983.00	1990	11.87	-2.27	12.09
32983.25	1990	11.31	-3.73	11.91
32983.50	1990	10.09	-3.62	10.72
32983.75	1990	12.10	-4.79	13.01
32984.00	1990	13.30	0.54	13.31
32984.25	1990	11.12	2.20	11.34
32984.50	1990	10.12	1.04	10.17
32984.75	1990	11.36	-0.35	11.37
32985.00	1990	12.94	-3.26	13.34
32985.25	1990	16.30	-3.34	16.64
32985.50	1990	17.33	1.01	17.36
32985.75	1990	15.30	5.76	16.35
32986.00	1990	14.99	6.56	16.36
32986.25	1990	13.11	6.18	14.49
32986.50	1990	12.71	3.75	13.25
32986.75	1990	15.49	3.31	15.84
32987.00	1990	17.44	1.47	17.50
32987.25	1990	17.48	2.16	17.61
32987.50	1990	14.19	2.20	14.36
32987.75	1990	16.26	-1.13	16.30
32988.00	1990	16.15	1.48	16.22
32988.25	1990	14.67	0.06	14.67
32988.50	1990	13.60	1.32	13.66
32988.75	1990	12.73	1.59	12.83
32989.00	1990	13.55	4.81	14.38
32989.25	1990	14.99	1.71	15.09
32989.50	1990	19.25	4.28	19.72
32989.75	1990	19.12	2.38	19.27
32990.00	1990	22.02	10.44	24.37
32990.25	1990	15.66	8.16	17.66
32990.50	1990	11.87	7.30	13.94
32990.75	1990	9.09	4.84	10.30
32991.00	1990	9.31	2.95	9.77
32991.25	1990	7.06	1.67	7.25
32991.50	1990	5.10	0.12	5.10
32991.75	1990	3.18	-5.42	6.28
32992.00	1990	9.54	-3.00	10.00
32992.25	1990	12.08	-1.11	12.13
32992.50	1990	10.35	-1.00	10.40
32992.75	1990	9.98	0.54	9.99
32993.00	1990	11.76	-0.02	11.76
32993.25	1990	6.74	-2.00	7.03
32993.50	1990	7.14	-3.39	7.90
32993.75	1990	7.56	-1.66	7.74
32994.00	1990	9.33	-2.01	9.54
32994.25	1990	5.09	-2.02	5.48
32994.50	1990	-0.50	-6.79	6.81
32994.75	1990	-1.50	-5.47	5.67
32995.00	1990	2.02	-4.08	4.55
32995.25	1990	8.29	-6.59	10.59
32995.50	1990	11.59	-6.46	13.27
32995.75	1990	8.96	-4.86	10.19
32996.00	1990	3.45	-6.13	7.03
32996.25	1990	-0.22	-5.97	5.97
32996.50	1990	-1.93	-7.09	7.35
32996.75	1990	-2.06	-5.53	5.90
32997.00	1990	1.15	-4.03	4.19
32997.25	1990	3.20	-1.29	3.45
32997.50	1990	7.58	0.58	7.60
32997.75	1990	8.00	1.38	8.12
32998.00	1990	6.78	-0.46	6.80
32998.25	1990	5.96	-0.84	6.02
32998.50	1990	0.80	-4.26	4.33
32998.75	1990	-1.57	-3.57	3.90
32999.00	1990	0.33	-1.20	1.24
32999.25	1990	0.10	3.12	3.12
32999.50	1990	-1.05	7.34	7.41
32999.75	1990	2.03	9.08	9.30
33000.00	1990	3.94	11.07	11.75
33000.25	1990	3.27	11.00	11.48
33000.50	1990	-0.44	7.50	7.51
33000.75	1990	-4.41	3.79	5.81
33001.00	1990	-5.70	-1.14	5.81
33001.25	1990	-7.64	-4.94	9.10
33001.50	1990	-9.51	-8.72	12.90
33001.75	1990	-12.01	-8.90	14.95
33002.00	1990	-12.39	-9.78	15.78
33002.25	1990	-14.54	-8.57	16.88
33002.50	1990	-16.15	-7.13	17.65
33002.75	1990	-16.82	-6.05	17.87
33003.00	1990	-15.93	-8.68	18.14
33003.25	1990	-16.44	-8.35	18.44
33003.50	1990	-16.90	-5.56	17.79
33003.75	1990	-15.87	-5.57	16.82
33004.00	1990	-12.74	-7.93	15.01
33004.25	1990	-9.60	-9.93	13.81
33004.50	1990	-6.70	-10.21	12.21
33004.75	1990	-8.73	-10.63	13.76
33005.00	1990	-6.92	-11.89	13.76
33005.25	1990	-7.03	-11.15	13.18
33005.50	1990	-8.29	-8.52	11.89
33005.75	1990	-5.20	-7.37	9.02
33006.00	1990	-5.23	-6.68	8.48
33006.25	1990	-4.25	-6.04	7.39
33006.50	1990	-5.26	-6.45	8.32
33006.75	1990	-4.11	-6.73	7.89
33007.00	1990	-2.97	-7.02	7.62
33007.25	1990	-4.50	-5.94	7.45
33007.50	1990	-7.17	-7.08	10.08
33007.75	1990	-5.25	-6.02	7.99
33008.00	1990	-1.81	-4.61	4.95
33008.25	1990	1.26	-2.72	3.00
33008.50	1990	-0.24	-2.30	2.31
33008.75	1990	-0.68	-1.04	1.24
33009.00	1990	-0.46	-1.91	1.96
33009.25	1990	-0.09	-2.13	2.13
33009.50	1990	-0.65	-2.21	2.30
33009.75	1990	1.95	-4.53	4.93
33010.00	1990	3.64	-7.59	8.42
33010.25	1990	2.15	-11.58	11.78
33010.50	1990	3.50	-16.54	16.91
33010.75	1990	10.95	-9.97	14.81
33011.00	1990	9.13	-5.73	10.78
33011.25	1990	12.59	-4.34	13.32
33011.50	1990	10.79	-5.34	12.04
33011.75	1990	-0.24	-7.94	7.94
33012.00	1990	4.31	-4.18	6.00
33012.25	1990	12.47	-2.39	12.70
33012.50	1990	14.05	-1.29	14.11
33012.75	1990	10.65	-2.99	11.06
33013.00	1990	11.76	3.66	12.32
33013.25	1990	11.37	8.31	14.08
33013.50	1990	12.10	7.05	14.00
33013.75	1990	12.49	5.30	13.57
33014.00	1990	10.02	0.30	10.02
33014.25	1990	9.09	-5.86	10.82
33014.50	1990	10.92	-9.37	14.39
33014.75	1990	14.84	-10.43	18.14
33015.00	1990	13.53	-10.51	17.13
33015.25	1990	13.82	-2.21	14.00
33015.50	1990	9.33	-1.62	9.47
33015.75	1990	4.43	-5.03	6.70
33016.00	1990	6.64	-6.13	9.04
33016.25	1990	11.23	-4.46	12.08
33016.50	1990	13.53	-4.94	14.40
33016.75	1990	13.05	4.48	13.80
33017.00	1990	13.68	9.73	16.79
33017.25	1990	14.07	6.10	15.34
33017.50	1990	14.00	5.22	14.94
33017.75	1990	12.13	2.19	12.33
33018.00	1990	10.25	-2.03	10.45
33018.25	1990	8.25	-4.80	9.54
33018.50	1990	6.45	-4.85	8.07
33018.75	1990	2.08	-7.60	7.88
33019.00	1990	1.90	-6.29	6.57
33019.25	1990	4.66	0.18	4.66
33019.50	1990	5.84	7.87	9.80
33019.75	1990	6.46	10.13	12.01
33020.00	1990	6.97	10.14	12.30
33020.25	1990	7.73	5.85	9.69
33020.50	1990	7.18	3.19	7.86
33020.75	1990	3.67	-1.60	4.00
33021.00	1990	2.72	-7.89	8.35
33021.25	1990	7.18	-5.53	9.06
33021.50	1990	8.74	2.81	9.18
33021.75	1990	8.68	3.26	9.27
33022.00	1990	10.74	-5.47	12.05
33022.25	1990	11.87	-5.99	13.30
33022.50	1990	11.36	-5.72	12.72
33022.75	1990	10.45	-8.60	13.53
33023.00	1990	10.72	-6.13	12.35
33023.25	1990	5.96	-13.03	14.33
33023.50	1990	11.47	-8.28	14.15
33023.75	1990	11.95	-3.25	12.38
33024.00	1990	7.74	-3.38	8.45
33024.25	1990	6.04	-4.73	7.67
33024.50	1990	3.59	-4.42	5.69
33024.75	1990	1.46	-5.53	5.72
33025.00	1990	8.38	-2.91	8.87
33025.25	1990	9.67	-2.27	9.93
33025.50	1990	10.44	-4.56	11.39
33025.75	1990	9.95	-0.11	9.95
33026.00	1990	11.65	-0.06	11.65
33026.25	1990	12.79	-1.07	12.83
33026.50	1990	13.23	-3.29	13.63
33026.75	1990	14.59	-4.52	15.27
33027.00	1990	14.66	-4.31	15.28
33027.25	1990	13.97	-1.46	14.05
33027.50	1990	13.63	2.54	13.86
33027.75	1990	13.44	-0.20	13.44
33028.00	1990	12.54	0.12	12.54
33028.25	1990	10.75	4.12	11.51
33028.50	1990	8.14	4.07	9.10
33028.75	1990	4.97	0.64	5.01
